web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573262853-5133","https://www2.hm.com/en_us/women/products/tops.html","Linen Top","https://www2.hm.com/en_us/productpage.0617534015.html","Linen Top","$17.99","PREMIUM QUALITY. Short-sleeved top in linen jersey with a V-neck.","Linen 100%","Short sleeve","STYLE
				
					V-neck","Khaki green","Khaki green"
"1573264016-5484","https://www2.hm.com/en_us/women/products/tops.html","Puff-sleeved Bodysuit","https://www2.hm.com/en_us/productpage.0837694001.html","Puff-sleeved Bodysuit","$9.99","Fitted bodysuit in thick jersey with a sweetheart neckline. Cut-out section at front, puff sleeves, and snap fasteners at gusset.","Viscose 70%, Polyamide 25%, Elastane 5%","Long sleeve","STYLE
				
					Puff Sleeve
					Sweetheart Neckline","Black","Black"
"1573263077-5195","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top","https://www2.hm.com/en_us/productpage.0803772003.html","Ribbed Tank Top","$7.99","CONSCIOUS. Fitted tank top in ribbed jersey made from organic cotton.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Tank Top","Powder beige","Powder beige"
"1573263610-5361","https://www2.hm.com/en_us/women/products/tops.html","Turtleneck Top","https://www2.hm.com/en_us/productpage.0814293008.html","Turtleneck Top","$29.99","Fitted top in airy jersey with a double-layer turtleneck and long sleeves.","Polyester 100%","Long sleeve","STYLE
				
					Turtleneck","Beige","Beige"
"1573261547-4730","https://www2.hm.com/en_us/women/products/tops.html","Chiffon Top","https://www2.hm.com/en_us/productpage.0755851002.html","Chiffon Top","$29.99","Top in double layers of airy, crinkled chiffon. Narrow ruffle trim at upper edge, elastication at upper back, extra-narrow shoulder straps crossed at back, and decorative hole pattern at hem. Lined.","Lining: Polyester 100%","Sleeveless","","Mustard yellow/brown/heather purple","Mustard yellow/floral"
"1573263553-5344","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Bodysuit","https://www2.hm.com/en_us/productpage.0808104001.html","Long-sleeved Bodysuit","$17.99","Long-sleeved bodysuit in soft, ribbed jersey with a printed pattern. V-neck at front and back. Concealed snap fasteners at gusset.","Viscose 48%, Cotton 48%, Elastane 4%","Long sleeve","STYLE
				
					V-neck","Black/yellow/red/blue/green","Black/floral"
"1573263198-5230","https://www2.hm.com/en_us/women/products/tops.html","Turtleneck Top","https://www2.hm.com/en_us/productpage.0785018005.html","Turtleneck Top","$12.99","Fitted turtleneck top in soft viscose jersey with long sleeves.","Viscose 95%, Elastane 5%","Long sleeve","STYLE
				
					Turtleneck","Gray melange","Gray melange"
"1573261026-4578","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0708090002.html","Long-sleeved Jersey Top","$14.99","Long-sleeved, fitted top in ribbed jersey.","Viscose 95%, Elastane 5%","Long sleeve","","White","White"
"1573261188-4628","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top with Lace","https://www2.hm.com/en_us/productpage.0731472004.html","Ribbed Tank Top with Lace","$12.99","Rib-knit tank top in a soft cotton and viscose blend with lace trim at neckline and armholes.","Viscose 48%, Cotton 48%, Elastane 4%","Sleeveless","STYLE
				
					Tank Top","Black","Black"
"1573262029-4873","https://www2.hm.com/en_us/women/products/tops.html","T-shirt","https://www2.hm.com/en_us/productpage.0633966004.html","T-shirt","$17.99","T-shirt in soft jersey made from a viscose and cotton blend. Cut-out sections on shoulders and short raglan sleeves.","Cotton 60%, Viscose 40%","Short sleeve","STYLE
				
					Raglan Sleeve","White","White"
"1573261344-4671","https://www2.hm.com/en_us/women/products/tops.html","Smocked Linen-blend Top","https://www2.hm.com/en_us/productpage.0783751003.html","Smocked Linen-blend Top","$29.99","Fitted, smocked top in woven linen-blend fabric. Elasticized shoulder straps, buttons at front, and ruffle trim.","Viscose 73%, Linen 27%","Sleeveless","STYLE
				
					Smocking
					Camisole Top","Black","Black"
"1573263323-5271","https://www2.hm.com/en_us/women/products/tops.html","Mesh Top","https://www2.hm.com/en_us/productpage.0792521005.html","Mesh Top","$12.99","Fitted top in stretch mesh with a round neckline and long sleeves.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Round Neck","Dark gray/white","Dark gray/batik-patterned"
"1573263556-5345","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0516000086.html","Long-sleeved Jersey Top","$12.99","Fitted top in stretch jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","","White","White"
"1573261513-4720","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0772005006.html","Jersey Top","$5.99","Short-sleeved, relaxed-fit top in cotton jersey with a slightly wider neckline and a rounded hem.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Burgundy","Burgundy"
"1573261121-4609","https://www2.hm.com/en_us/women/products/tops.html","V-neck Camisole Top","https://www2.hm.com/en_us/productpage.0716672007.html","V-neck Camisole Top","$17.99","CONSCIOUS. Chiffon camisole top with a V-neck at front and back and extra-narrow shoulder straps. Polyester content is partly recycled.","Lining: Polyester 100%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Dusky pink/black","Dusky pink/patterned"
"1573262284-4955","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Lace Bodysuit","https://www2.hm.com/en_us/productpage.0700986001.html","Long-sleeved Lace Bodysuit","$24.99","Long-sleeved bodysuit in lace and mesh with a V-neck at front and back. Lined bust. Snap fasteners at gusset.","Lining: Viscose 95%, Elastane 5%","Long sleeve","STYLE
				
					V-neck","Black","Black"
"1573261265-4648","https://www2.hm.com/en_us/women/products/tops.html","Satin Tank Top","https://www2.hm.com/en_us/productpage.0741021003.html","Satin Tank Top","$19.99","Straight-cut top in satin with smocking at upper edge and narrow, tie-top shoulder straps.","Polyester 100%","Sleeveless","STYLE
				
					Smocking
					Camisole Top","Khaki green","Khaki green"
"1573263990-5476","https://www2.hm.com/en_us/women/products/tops.html","Satin Top with Lace","https://www2.hm.com/en_us/productpage.0833353002.html","Satin Top with Lace","$24.99","Sleeveless top in satin with a lace section at top. V-neck at front and back.","Lace: Polyamide 100%","Sleeveless","STYLE
				
					V-neck","Red","Red"
"1573263357-5283","https://www2.hm.com/en_us/women/products/tops.html","Long Jersey Tank Top","https://www2.hm.com/en_us/productpage.0681319002.html","Long Jersey Tank Top","$6.99","Long, fitted tank top in stretch cotton jersey.","Cotton 95%, Elastane 5%","Long","STYLE
				
					Tank Top","White","White"
"1573261533-4726","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0757741003.html","Ribbed Top","$17.99","Sleeveless, fitted top in ribbed jersey made from a viscose blend. Shaped neckline front and back.","Polyester 63%, Viscose 34%, Elastane 3%","Sleeveless","","Black","Black"
"1573261898-4835","https://www2.hm.com/en_us/women/products/tops.html","Shimmering Satin Top","https://www2.hm.com/en_us/productpage.0772118001.html","Shimmering Satin Top","$39.99","Satin top with a shimmering pattern. Opening at front with narrow ties at neckline and short puff sleeves with elasticized cuffs. Seam at waist, concealed elastication at back, and flared peplum.","Polyester 97%, Elastane 3%","Short sleeve","STYLE
				
					Puff Sleeve
					Round Neck
					Keyhole
					Peplum","Cream/black/gold-colored","Cream/leopard print"
"1573261620-4751","https://www2.hm.com/en_us/women/products/tops.html","Boxy Top","https://www2.hm.com/en_us/productpage.0755566006.html","Boxy Top","$4.99","Wide-cut, shorter top in cotton jersey. Cap sleeves with sewn cuffs.","Cotton 100%","Short","STYLE
				
					Round Neck
					Cap sleeve","Powder pink","Powder pink"
"1573262273-4951","https://www2.hm.com/en_us/women/products/tops.html","V-neck Jersey Top","https://www2.hm.com/en_us/productpage.0554772002.html","V-neck Jersey Top","$4.99","Short, fitted top in cotton jersey with a V-neck and short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					V-neck","Black","Black"
"1573263345-5279","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0836009003.html","Ribbed Jersey Top","$17.99","Fitted top in soft, ribbed jersey with a V-neck, button placket, and long sleeves.","Polyester 64%, Viscose 33%, Elastane 3%","Long sleeve","STYLE
				
					V-neck","Burgundy","Burgundy"
"1573260732-4487","https://www2.hm.com/en_us/women/products/tops.html","Crinkled Camisole Top","https://www2.hm.com/en_us/productpage.0700079001.html","Crinkled Camisole Top","$12.99","Camisole top in woven, crinkled viscose fabric with narrow shoulder straps. Gathers at upper front and back.","Viscose 100%","Sleeveless","STYLE
				
					Camisole Top","Black","Black"
"1573261952-4851","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Cotton T-shirt","https://www2.hm.com/en_us/productpage.0800691002.html","Ribbed Cotton T-shirt","$7.99","CONSCIOUS. Fitted, ribbed T-shirt in organic cotton stretch jersey.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","Taupe","Taupe"
"1573261819-4810","https://www2.hm.com/en_us/women/products/tops.html","Boat-necked Jersey Top","https://www2.hm.com/en_us/productpage.0682670003.html","Boat-necked Jersey Top","$14.99","Long-sleeved top in soft, viscose-blend jersey with a boat neck and dropped shoulders.","Viscose 50%, Cotton 50%","Long sleeve","STYLE
				
					Boat Neck","Black","Black"
"1573261885-4831","https://www2.hm.com/en_us/women/products/tops.html","Color-block Scuba-look Top","https://www2.hm.com/en_us/productpage.0789394002.html","Color-block Scuba-look Top","$59.99","STUDIO COLLECTION. Shorter top in scuba-look fabric. Stand-up collar and color-block sections outlined with flatlock seams. Dropped shoulders, long sleeves, and tapered hem.","Polyester 80%, Viscose 13%, Elastane 7%","Short","STYLE
				
					Sweatshirt
					Stand-up Collar","Mustard yellow/dark green/orange","Mustard yellow/color-block"
"1573261522-4723","https://www2.hm.com/en_us/women/products/tops.html","V-neck Camisole Top with Lace","https://www2.hm.com/en_us/productpage.0743223003.html","V-neck Camisole Top with Lace","$17.99","Short camisole top in woven, crinkled viscose fabric with lace details. Narrow, adjustable shoulder straps, V-neck with wrapover front, and elasticized hem.","Lace: Polyester 100%","Short","STYLE
				
					Camisole Top","Red","Red"
"1573261081-4596","https://www2.hm.com/en_us/women/products/tops.html","2-pack Short-sleeved Tops","https://www2.hm.com/en_us/productpage.0651456015.html","2-pack Short-sleeved Tops","$12.99","CONSCIOUS. Short-sleeved tops in organic cotton jersey with a round neckline.","Cotton 95%, Viscose 5%","Short sleeve","","Burgundy/gray melange","Burgundy/gray melange"
"1573261402-4689","https://www2.hm.com/en_us/women/products/tops.html","Jacquard-weave Top","https://www2.hm.com/en_us/productpage.0758027001.html","Jacquard-weave Top","$34.99","Straight-cut top in jacquard-weave viscose fabric with satin stripes. V-neck front and back, ties at back of neck, and wide shoulder straps. Unlined.","Viscose 100%","Sleeveless","STYLE
				
					V-neck","Light green","Light green"
"1573263339-5277","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0772005009.html","Jersey Top","$5.99","Short-sleeved, relaxed-fit top in cotton jersey with a slightly wider neckline and a rounded hem.","Detail: Polyester 100%","Short sleeve","STYLE
				
					Round Neck","White","White"
"1573262085-4891","https://www2.hm.com/en_us/women/products/tops.html","Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0761575001.html","Jersey Bodysuit","$24.99","Sleeveless bodysuit in thick jersey. Narrow-cut at top. Extra-narrow shoulder straps joined at back of neck, decorative straps at back, and concealed snap fasteners at gusset. Lining and lower section in glossy jersey.","Lining: Polyester 91%, Elastane 9%","Sleeveless","STYLE
				
					Plunge Back","Black","Black"
"1573263909-5451","https://www2.hm.com/en_us/women/products/tops.html","Camisole Top with Lace","https://www2.hm.com/en_us/productpage.0773170011.html","Camisole Top with Lace","$17.99","Camisole top in woven fabric with a V-neck front and back, lace trim at top, and narrow, adjustable shoulder straps.","Lace: Polyamide 100%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Black/silver-colored","Black/silver-patterned"
"1573262688-5084","https://www2.hm.com/en_us/women/products/tops.html","3-pack Jersey Tank Tops","https://www2.hm.com/en_us/productpage.0812371001.html","3-pack Jersey Tank Tops","$17.99","Tank tops in soft cotton jersey with narrow shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","White/black/dark gray melange","White/black/dark gray melange"
"1573261801-4805","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top with Buttons","https://www2.hm.com/en_us/productpage.0687041002.html","Jersey Top with Buttons","$12.99","CONSCIOUS. Fitted, long-sleeved top in soft, organic cotton jersey. Low-cut neckline, buttons at top, and rounded hem.","Cotton 100%","Long sleeve","STYLE
				
					Low-cut Neckline","Black","Black"
"1573262491-5021","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0802023004.html","Ribbed Top","$17.99","Fitted top in rib-knit viscose-blend fabric. Round, ribbed neckline, long sleeves, and overlocked edges at cuffs and hem.","Viscose 42%, Acrylic 42%, Polyamide 16%","Long sleeve","STYLE
				
					Round Neck","Gray melange","Gray melange"
"1573261375-4681","https://www2.hm.com/en_us/women/products/tops.html","Tie-hem T-shirt","https://www2.hm.com/en_us/productpage.0763196006.html","Tie-hem T-shirt","$12.99","Short T-shirt in soft cotton jersey with a printed design. Round neck and tie detail at hem.","Cotton 100%","Short","STYLE
				
					Round Neck","Yellow/white","Yellow/Sister"
"1573262494-5022","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top","https://www2.hm.com/en_us/productpage.0768610004.html","Wrapover Top","$24.99","Top in soft, airy slub jersey. V-neck at front with sewn wrapover, long sleeves with ribbed cuffs, and an elasticized seam at waist with peplum.","Cotton 59%, Polyester 41%","Long sleeve","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573262432-5002","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0561445005.html","Jersey Top","$4.99","Short-sleeved, fitted top in jersey with a slightly lower-cut neckline.","Cotton 95%, Elastane 5%","Short sleeve","","Black","Black"
"1573262264-4948","https://www2.hm.com/en_us/women/products/tops.html","Top with Eyelet Embroidery","https://www2.hm.com/en_us/productpage.0687600001.html","Top with Eyelet Embroidery","$17.99","Top in soft cotton jersey with a front section in woven cotton fabric with eyelet embroidery. Short butterfly sleeves and narrow ribbing at neckline.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck
					Butterfly Sleeve","White","White"
"1573262674-5080","https://www2.hm.com/en_us/women/products/tops.html","Top with Lace Details","https://www2.hm.com/en_us/productpage.0615141011.html","Top with Lace Details","$17.99","Long-sleeved, fitted top in ribbed jersey with a slight sheen. V-neck with taped trim front and back.","Lace: Polyamide 100%","Long sleeve","STYLE
				
					V-neck","Mustard yellow","Mustard yellow"
"1573263295-5263","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck T-shirt","https://www2.hm.com/en_us/productpage.0763475002.html","Mock-turtleneck T-shirt","$17.99","PRINGLE OF SCOTLAND x H&M/CONSCIOUS. Straight, wide-cut T-shirt in soft, organic cotton jersey. Ribbed mock turtleneck and printed text design on sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Mock Turtleneck","Cream/black","Cream/Pringle"
"1573261232-4639","https://www2.hm.com/en_us/women/products/tops.html","Boat-necked Jersey Top","https://www2.hm.com/en_us/productpage.0620081001.html","Boat-necked Jersey Top","$17.99","Long-sleeved jersey top with a boat neck. Rounded hem.","Cotton 58%, Polyester 42%","Long sleeve","STYLE
				
					Boat Neck","Natural white","Natural white"
"1573261828-4813","https://www2.hm.com/en_us/women/products/tops.html","Short Blouse with Ruffles","https://www2.hm.com/en_us/productpage.0783738001.html","Short Blouse with Ruffles","$34.99","Short, off-the-shoulder blouse in a lyocell blend with linen content. Opening at top with ties, short puff sleeves, and narrow, elasticized trim with ruffles at upper edge, sleeves, and hem.","Lyocell 50%, Linen 37%, Cotton 13%","Short","STYLE
				
					Puff Sleeve
					Off-the-shoulder","White","White"
"1573260867-4530","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top","https://www2.hm.com/en_us/productpage.0752020004.html","Ribbed Tank Top","$14.99","Tank top in soft, ribbed viscose-blend fabric.","Viscose 70%, Polyamide 30%","Sleeveless","STYLE
				
					Tank Top","Cream","Cream"
"1573263870-5437","https://www2.hm.com/en_us/women/products/tops.html","Silk-blend Top","https://www2.hm.com/en_us/productpage.0821421001.html","Silk-blend Top","$49.99","PREMIUM QUALITY. Fitted top in airy jersey made from a silk and viscose blend. Round neckline and extra-long sleeves.","Viscose 78%, Silk 22%","Front: Length: 67.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Purple/brown/blue/beige","Purple/snakeskin patterned"
"1573263686-5384","https://www2.hm.com/en_us/women/products/tops.html","2-pack Cotton Tank Tops","https://www2.hm.com/en_us/productpage.0812525001.html","2-pack Cotton Tank Tops","$9.99","CONSCIOUS. Fitted, V-neck tank tops in soft, organic cotton jersey with narrow shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Black/white","Black/white"
"1573262228-4937","https://www2.hm.com/en_us/women/products/tops.html","Lace Top","https://www2.hm.com/en_us/productpage.0713798001.html","Lace Top","$34.99","Sleeveless top in lace with a small, scalloped stand-up collar. Opening at back with concealed button at back of neck. Scalloped hem. Lined.","Polyamide 71%, Polyester 19%, Elastane 10%","Sleeveless","STYLE
				
					Stand-up Collar","Dark blue","Dark blue"
"1573262363-4981","https://www2.hm.com/en_us/women/products/tops.html","Mock Turtleneck Top","https://www2.hm.com/en_us/productpage.0760123003.html","Mock Turtleneck Top","$12.99","Fitted top in ribbed jersey with a mock turtleneck and short sleeves.","Polyester 55%, Viscose 45%","Short sleeve","STYLE
				
					Mock Turtleneck","Rust red","Rust red"
"1573261605-4746","https://www2.hm.com/en_us/women/products/tops.html","Short T-shirt","https://www2.hm.com/en_us/productpage.0753255001.html","Short T-shirt","$9.99","Short, wide-cut T-shirt in soft cotton jersey with a ribbed neckline and dropped shoulders.","Cotton 100%","Short","STYLE
				
					Round Neck","Black/white/light pink","Black/side stripes"
"1573263352-5281","https://www2.hm.com/en_us/women/products/tops.html","Shimmery Top","https://www2.hm.com/en_us/productpage.0804661002.html","Shimmery Top","$5.99","Short top in jersey with a sheen. Draped neckline at front and extra-narrow, elasticized shoulder straps.","Polyester 100%","Short","STYLE
				
					Draped","Black","Black"
"1573263817-5421","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Printed Design","https://www2.hm.com/en_us/productpage.0762558001.html","T-shirt with Printed Design","$17.99","T-shirt in soft cotton jersey with a printed motif at front. Rounded, ribbed neckline and gently dropped shoulders.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Black/yellow","Black/Star Wars"
"1573262651-5072","https://www2.hm.com/en_us/women/products/tops.html","V-neck T-shirt","https://www2.hm.com/en_us/productpage.0718278001.html","V-neck T-shirt","$4.99","Loose-fit, V-neck T-shirt in soft, cotton-blend jersey.","Viscose 50%, Cotton 50%","Short sleeve","STYLE
				
					V-neck","Black","Black"
"1573262022-4871","https://www2.hm.com/en_us/women/products/tops.html","Rib-knit Top","https://www2.hm.com/en_us/productpage.0624486002.html","Rib-knit Top","$9.99","Short, fitted top in ribbed cotton jersey with short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","White","White"
"1573260884-4535","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Stripes","https://www2.hm.com/en_us/productpage.0689816003.html","T-shirt with Stripes","$12.99","Wide, straight-cut T-shirt in cotton jersey with a yoke at front and back. Short sleeves with printed stripes. Rounded hem, slightly longer at back.","Cotton 96%, Viscose 3%, Polyester 1%","Short sleeve","STYLE
				
					Round Neck","Dark gray/white","Dark gray/nepped"
"1573262269-4949","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Printed Design","https://www2.hm.com/en_us/productpage.0777264002.html","T-shirt with Printed Design","$14.99","T-shirt in soft cotton jersey with a printed motif at front and short sleeves with sewn cuffs.","Cotton 100%","Short sleeve","","White/blue/black/red/purple","White/Beverly Hills 90210"
"1573261003-4571","https://www2.hm.com/en_us/women/products/tops.html","Smocked Linen-blend Top","https://www2.hm.com/en_us/productpage.0783751002.html","Smocked Linen-blend Top","$29.99","Fitted, smocked top in woven linen-blend fabric. Elasticized shoulder straps, buttons at front, and ruffle trim.","Viscose 73%, Linen 27%","Sleeveless","STYLE
				
					Smocking
					Camisole Top","Natural white/black","Natural white/dotted"
"1573261061-4590","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top with Buttons","https://www2.hm.com/en_us/productpage.0739373001.html","Ribbed Tank Top with Buttons","$17.99","Short, ribbed tank top with decorative buttons at front.","Viscose 35%, Acrylic 35%, Polyamide 30%","Sleeveless","STYLE
				
					Camisole Top","Black","Black"
"1573262271-4950","https://www2.hm.com/en_us/women/products/tops.html","Slub Jersey T-shirt","https://www2.hm.com/en_us/productpage.0554598001.html","Slub Jersey T-shirt","$9.99","T-shirt in slub jersey made from a modal and cotton blend. Rounded hem.","Cotton 50%, Modal 50%","Short sleeve","","Solid-color","Black"
"1573263965-5468","https://www2.hm.com/en_us/women/products/tops.html","Top with Dolman Sleeves","https://www2.hm.com/en_us/productpage.0760830004.html","Top with Dolman Sleeves","$24.99","Soft sweatshirt made from a viscose blend with a supersoft, brushed finish. Long raglan dolman sleeves, ribbed neckline, and short slits at sides.","Polyester 81%, Viscose 17%, Elastane 2%","Long sleeve","STYLE
				
					Raglan Sleeve
					Dolman Sleeve
					Round Neck","Powder pink","Powder pink"
"1573261358-4675","https://www2.hm.com/en_us/women/products/tops.html","2-pack Short-sleeved Tops","https://www2.hm.com/en_us/productpage.0651456001.html","2-pack Short-sleeved Tops","$12.99","CONSCIOUS. Short-sleeved tops in organic cotton jersey with a round neckline.","Cotton 100%","Short sleeve","","White","White/black"
"1573261116-4608","https://www2.hm.com/en_us/women/products/tops.html","Bodysuit with Printed Design","https://www2.hm.com/en_us/productpage.0784383001.html","Bodysuit with Printed Design","$12.99","Sleeveless bodysuit in jersey with a printed motif at front. Low-cut neckline at front and back. Snap fasteners at gusset.","Polyester 95%, Elastane 5%","Sleeveless","STYLE
				
					Plunge Back
					Low-cut Neckline","White/red/orange/yellow/green/blue/purple","White"
"1573261858-4823","https://www2.hm.com/en_us/women/products/tops.html","Short Top with Tie Detail","https://www2.hm.com/en_us/productpage.0761347001.html","Short Top with Tie Detail","$14.99","Short, V-neck top in airy, crinkled jersey. Decorative buttons at front, short, wide sleeves, and narrow, covered elasticized hem with tie detail.","Polyester 99%, Elastane 1%","Short","STYLE
				
					V-neck","Natural white","Natural white"
"1573263411-5300","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck T-shirt","https://www2.hm.com/en_us/productpage.0793856003.html","Mock-turtleneck T-shirt","$34.99","PREMIUM QUALITY. T-shirt in jersey made from a silk and cotton blend. Ribbed mock turtleneck and straight-cut hem.","Cotton 67%, Silk 33%","Short sleeve","STYLE
				
					Mock Turtleneck","White","White"
"1573263826-5424","https://www2.hm.com/en_us/women/products/tops.html","Top with Low-cut Back","https://www2.hm.com/en_us/productpage.0839496002.html","Top with Low-cut Back","$14.99","Fitted, long-sleeved top in jersey with a low-cut back.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Plunge Back","Black","Black"
"1573263116-5206","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0733100004.html","Ribbed Jersey Top","$9.99","Fitted top in ribbed jersey with a low-cut neckline, decorative buttons at front, and long sleeves.","Viscose 93%, Elastane 7%","Long sleeve","STYLE
				
					Low-cut Neckline","Mustard yellow","Mustard yellow"
"1573262981-5168","https://www2.hm.com/en_us/women/products/tops.html","Long T-shirt","https://www2.hm.com/en_us/productpage.0711053009.html","Long T-shirt","$9.99","Long T-shirt in soft, cotton-blend jersey. Short sleeves with sewn cuffs.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Vintage pink","Vintage pink"
"1573260708-4479","https://www2.hm.com/en_us/women/products/tops.html","Scallop-hem Tank Top","https://www2.hm.com/en_us/productpage.0719300004.html","Scallop-hem Tank Top","$14.99","Straight-cut tank top in woven viscose fabric. Scalloped-edge hem with eyelet embroidery.","Viscose 100%","Sleeveless","STYLE
				
					Round Neck
					Camisole Top","Powder pink","Powder pink"
"1573263523-5335","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0516000091.html","Long-sleeved Jersey Top","$12.99","Fitted top in stretch jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","","Light beige melange","Light beige melange"
"1573261805-4806","https://www2.hm.com/en_us/women/products/tops.html","T-shirt","https://www2.hm.com/en_us/productpage.0717477012.html","T-shirt","$9.99","T-shirt in soft jersey with contrasting trim at neckline and cuffs.","Cotton 60%, Polyester 40%","Short sleeve","STYLE
				
					Round Neck","Light pink/white","Light pink"
"1573263887-5443","https://www2.hm.com/en_us/women/products/tops.html","Glittery Top","https://www2.hm.com/en_us/productpage.0820868002.html","Glittery Top","$17.99","Sleeveless top with a V-neck front and back.","Polyester 100%","Sleeveless","STYLE
				
					V-neck","Black","Black/sequins"
"1573262585-5050","https://www2.hm.com/en_us/women/products/tops.html","Top with Studs","https://www2.hm.com/en_us/productpage.0796617001.html","Top with Studs","$34.99","Short top in woven fabric with a stand-up collar. Low-cut opening at front, concealed zip at back, and plastic studs at hem. Long sleeves.","Polyester 74%, Viscose 19%, Elastane 7%","Short","STYLE
				
					Keyhole
					Stand-up Collar","Black","Black"
"1573260639-4460","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top with Lace","https://www2.hm.com/en_us/productpage.0764280003.html","V-neck Top with Lace","$24.99","Sleeveless top in airy, softly draped jersey with a lace-trimmed V-neck. Slightly longer at back.","Polyester 100%","Sleeveless","STYLE
				
					V-neck","Burgundy","Burgundy"
"1573262062-4883","https://www2.hm.com/en_us/women/products/tops.html","Halterneck Bodysuit","https://www2.hm.com/en_us/productpage.0783645001.html","Halterneck Bodysuit","$29.99","Halterneck bodysuit with a woven bodice, seam at hips, and jersey lower section. Snap fasteners at gusset. Lined at top.","Lining: Polyester 100%","Sleeveless","STYLE
				
					Halterneck","Black","Black"
"1573260854-4526","https://www2.hm.com/en_us/women/products/tops.html","Short Top with Bow","https://www2.hm.com/en_us/productpage.0781403001.html","Short Top with Bow","$29.99","Short top in woven fabric with wide shoulder straps. Bow at back with ties. Lined.","Lining: Cotton 100%","Short","","White","White"
"1573263392-5294","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top","https://www2.hm.com/en_us/productpage.0711440001.html","Wrapover Top","$24.99","Wrapover top in jersey with V-neck, seam at waist with removable tie belt, and long sleeves with cuffs.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573262893-5144","https://www2.hm.com/en_us/women/products/tops.html","Short Jersey Top","https://www2.hm.com/en_us/productpage.0759871015.html","Short Jersey Top","$2.99","Short top in cotton jersey with narrow shoulder straps.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Camisole Top
					Crop Top","Beige","Beige"
"1573262970-5164","https://www2.hm.com/en_us/women/products/tops.html","Fine-knit Top","https://www2.hm.com/en_us/productpage.0574109022.html","Fine-knit Top","$17.99","Fitted, ribbed fine-knit top in jersey with long sleeves and a ribbed neckline.","Acrylic 50%, Viscose 50%","Long sleeve","STYLE
				
					Round Neck","Dark blue/red/white","Dark blue/red striped"
