web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573342148-15726","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","OVERSIZED RIPPED DENIM JACKET","https://www.zara.com/sg/en/oversized-ripped-denim-jacket-p04979222.html","OVERSIZED RIPPED DENIM JACKET Details","S$ 69.90","Black","Oversized jacket with a shirt collar and long sleeves. Featuring front welt pockets, chest patch pockets with flaps, ripped detailing on the front and back and metal button-up fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334604-13459","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","DARTED STRAIGHT FIT TROUSERS","https://www.zara.com/sg/en/darted-straight-fit-trousers-p08326703.html","DARTED STRAIGHT FIT TROUSERS Details","S$ 89.90","Intense red","High waist trousers with front pleats at the waist. Featuring front pockets, welt pockets at the back and metal hook, inside button and zip fastening at the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334859-13532","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","TROUSERS WITH CONTRASTING PIPING","https://www.zara.com/sg/en/trousers-with-contrasting-piping-p06254120.html","TROUSERS WITH CONTRASTING PIPING Details","S$ 69.90","Black","High waist knit trousers with an elastic inner waistband and contrast trims. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332624-12883","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FAUX LEATHER SKIRT","https://www.zara.com/sg/en/faux-leather-skirt-p03046244.html","FAUX LEATHER SKIRT Details","S$ 69.90","Light khaki","High waist midi skirt featuring side pockets, front darts, a belt with metal buckle and snap-button fastening on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335636-13818","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RUFFLED TEXTURED TOP","https://www.zara.com/sg/en/ruffled-textured-top-p02142131.html","RUFFLED TEXTURED TOP Details","S$ 89.90","camel","Sleeveless knit top with a high neck. Featuring a crochet fabric detail, matching ruffle trims and button fastening at the back. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573340566-15252","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","METALLIC MINI DRESS","https://www.zara.com/sg/en/metallic-mini-dress-p02878471.html","METALLIC MINI DRESS Details","S$ 69.90","Gold","Dress featuring a round neckline, back opening, short sleeves with elastic trim, an elastic waist and contrast belt with buckle.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573337591-14362","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","DENIM OVERSHIRT","https://www.zara.com/sg/en/denim-overshirt-p06045247.html","DENIM OVERSHIRT Details","S$ 89.90","Black","Faded collared overshirt with long sleeves. Featuring front patch pockets with flaps, an asymmetric hem and metal snap-button fastening on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573340865-15332","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PRINTED SHIRT DRESS","https://www.zara.com/sg/en/printed-shirt-dress-p08458163.html","PRINTED SHIRT DRESS Details","S$ 89.90","Multicoloured","null","null"
"1573335514-13785","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","METALLIC THREAD DRESS","https://www.zara.com/sg/en/metallic-thread-dress-p03859114.html","METALLIC THREAD DRESS Details","S$ 139.00","Pink / Lilac","Knit A-line dress with a round neckline, long puff sleeves, lining and contrast metallic thread. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333282-13098","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","null","","","","","",""
"1573339455-14952","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","SATIN JUMPSUIT","https://www.zara.com/sg/en/satin-jumpsuit-p07892281.html","SATIN JUMPSUIT Details","S$ 89.90","Bluish","Flowing jumpsuit with a halter neckline, open back detail and zip and button fastening in the back.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573334187-13334","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","null","","","","","",""
"1573330797-12401","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573338953-14837","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573340518-15239","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PRINTED FLOWING DRESS","https://www.zara.com/sg/en/printed-flowing-dress-p07615130.html","PRINTED FLOWING DRESS Details","S$ 69.90","Khaki","V-neck dress featuring sleeves falling below the elbow with lining and elastic cuffs. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573339553-14978","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","JUMPSUIT WITH POCKETS","https://www.zara.com/sg/en/jumpsuit-with-pockets-p08566054.html","JUMPSUIT WITH POCKETS Details","S$ 89.90","Khaki","Loose-fitting jumpsuit with a round neckline and adjustable straps. Featuring a patch pocket on the chest and back, and a wide-leg fit. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.","null"
"1573337550-14351","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","EMBROIDERED-SLEEVE BLOUSE","https://www.zara.com/sg/en/embroidered-sleeve-blouse-p05770221.html","EMBROIDERED-SLEEVE BLOUSE Details","S$ 59.90","Green","Blouse in a cotton and linen blend. Featuring an elastic high neck with a ruffle trim and short sleeves with contrast embroidered motifs and beading. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573337668-14380","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","PRINTED TOP WITH FRILLS","https://www.zara.com/sg/en/printed-top-with-frills-p01165164.html","PRINTED TOP WITH FRILLS Details","S$ 49.90","Black / White","V-neck top with ruffled cap sleeves and button fastening on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334048-13291","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","HI-RISE STRAIGHT-LEG JEANS","https://www.zara.com/sg/en/hi-rise-straight-leg-jeans-p09123231.html","HI-RISE STRAIGHT-LEG JEANS Details","S$ 59.90","Navy blue","Faded hi-rise jeans with a straight-leg and five-pocket design. Featuring seamless hems and metal button fastening in the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573341699-15589","https://www.zara.com/sg/en/woman-blazers-l1055.html?v1=1281650","LONG DOUBLE-BREASTED BLAZER","https://www.zara.com/sg/en/long-double-breasted-blazer-p04661202.html","LONG DOUBLE-BREASTED BLAZER Details","S$ 89.90","Black","Blazer with a lapel collar and long sleeves. Featuring welt pockets on the front and chest, back vent at the hem and double-breasted button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338446-14612","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","CONTRASTING SATIN BLOUSE","https://www.zara.com/sg/en/contrasting-satin-blouse-p04387273.html","CONTRASTING SATIN BLOUSE Details","S$ 49.90","Brown","Blouse with a high neck and long sleeves. Featuring matching trims and a buttoned opening at the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331448-12565","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","WOMEN IN ART COLLECTION ©LAURA LAINE T-SHIRT","https://www.zara.com/sg/en/women-in-art-collection-%C2%A9laura-laine-t-shirt-p00264927.html","WOMEN IN ART COLLECTION ©LAURA LAINE T-SHIRT Details","S$ 29.90","White","Short sleeve T-shirt with a round neckline and a ©Laura Laine 2019 print on the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573342441-15813","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","HOODED DOWN PUFFER JACKET WITH A FUZZY TRIM","https://www.zara.com/sg/en/hooded-down-puffer-jacket-with-a-fuzzy-trim-p08073250.html","HOODED DOWN PUFFER JACKET WITH A FUZZY TRIM Details","S$ 229.00","Black","Long down puffer jacket made with feather and down padding. Featuring a high neck, detachable hood with removable faux fur trim, long sleeves with ribbed inner cuffs, front welt pockets with hidden zip and crossed fastening with zip hidden by a snap-button placket.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573330046-12111","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","null","","","","","",""
"1573340868-15333","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","TEXTURED DRESS","https://www.zara.com/sg/en/textured-dress-p04770648.html","TEXTURED DRESS Details","S$ 45.90","Oyster White","Loose-fitting dress with high neck and long sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341176-15421","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","VELVET MINI DRESS","https://www.zara.com/sg/en/velvet-mini-dress-p02731257.html","VELVET MINI DRESS Details","S$ 69.90","Black","Short collared dress with long sleeves. Featuring gem bead appliqués on the collar and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330515-12266","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","HIGH COLLAR SWEATSHIRT","https://www.zara.com/sg/en/high-collar-sweatshirt-p00962637.html","HIGH COLLAR SWEATSHIRT Details","S$ 59.90","Black","Sweatshirt with a high neck and long puff sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573329756-11997","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","BLAZER WITH TURN-UP SLEEVES","https://www.zara.com/sg/en/blazer-with-turn-up-sleeves-p02761259.html","BLAZER WITH TURN-UP SLEEVES Details","S$ 139.00","camel","Lapel collar blazer with rolled-up sleeves falling below the elbow, defined shoulders and front flap pockets. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573341763-15609","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","null","","","","","",""
"1573336234-13972","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RIBBED CROPPED SWEATER","https://www.zara.com/sg/en/ribbed-cropped-sweater-p03519118.html","RIBBED CROPPED SWEATER Details","S$ 45.90","Green","Knit sweater with a round neckline, long sleeves, puff shoulders and front vents at the hem.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340426-15213","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","SOFT-TOUCH DRESS","https://www.zara.com/sg/en/soft-touch-dress-p01165730.html","SOFT-TOUCH DRESS Details","S$ 49.90","Mink marl","High neck midi dress with short sleeves and a ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335194-13633","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","WRINKLED-EFFECT METALLIC TROUSERS","https://www.zara.com/sg/en/wrinkled-effect-metallic-trousers-p02969270.html","WRINKLED-EFFECT METALLIC TROUSERS Details","S$ 89.90","Black","High waist trousers featuring front pockets, false rear welt pockets, front darts and fastening with zip and snap button on the front. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573337112-14238","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","GATHERED SATIN TOP","https://www.zara.com/sg/en/gathered-satin-top-p03564160.html","GATHERED SATIN TOP Details","S$ 59.90","Oil","V-neck top with long sleeves. Featuring gathered detail at the waist and invisible side zip fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573333884-13244","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","ZW PREMIUM SKINNY TRUE BLUE JEANS","https://www.zara.com/sg/en/zw-premium-skinny-true-blue-jeans-p04130240.html","ZW PREMIUM SKINNY TRUE BLUE JEANS Details","S$ 69.90","Blue","The Skinny In True Blue.

Mid-waist jeans with a faded effect, a five-pocket design and zip fly and metal top button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341409-15500","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","BLAZER WITH BELT","https://www.zara.com/sg/en/blazer-with-belt-p08822700.html","BLAZER WITH BELT Details","S$ 139.00","Black","Long sleeve blazer with a lapel collar. Featuring front welt pockets and front fastening with a covered button and a belt with a metal buckle.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341763-15616","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","null","","","","","",""
"1573338953-14800","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573335797-13863","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","TEXTURED DRESS WITH RUFFLED STRAPS","https://www.zara.com/sg/en/textured-dress-with-ruffled-straps-p02142133.html","TEXTURED DRESS WITH RUFFLED STRAPS Details","S$ 179.00","Black","Sleeveless midi dress with a high neck. Featuring contrast interior lining, a crochet fabric detail, matching ruffle trims and button fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573339301-14919","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","ASYMMETRIC CAMISOLE DRESS","https://www.zara.com/sg/en/asymmetric-camisole-dress-p03564170.html","ASYMMETRIC CAMISOLE DRESS Details","S$ 89.90","Pink","Flowing V-neck dress featuring thin straps that cross in the back and an asymmetric hem with side vent. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573340405-15207","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","V-NECK DRESS","https://www.zara.com/sg/en/v-neck-dress-p08574840.html","V-NECK DRESS Details","S$ 69.90","Black","A-line mini dress featuring a V-neckline with choker detail, short sleeves and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330888-12420","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","LINEN T-SHIRT","https://www.zara.com/sg/en/linen-t-shirt-p00858164.html","LINEN T-SHIRT Details","S$ 29.90","White","T-shirt with short sleeves and V-neck.

MODEL HEIGHT: 177 CM","null"
"1573342986-15994","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","DOUBLE-BREASTED BUTTONED COAT","https://www.zara.com/sg/en/double-breasted-buttoned-coat-p08217769.html","DOUBLE-BREASTED BUTTONED COAT Details","S$ 139.00","Navy blue","Coat with a lapel collar and long sleeves. Featuring front flap pockets and double-breasted button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332110-12731","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH FRONT PRINT","https://www.zara.com/sg/en/t-shirt-with-front-print-p00085864.html","T-SHIRT WITH FRONT PRINT Details","S$ 29.90","Grey","Faded short sleeve T-shirt with a round neckline and a front print.

Due to the dyeing process, the print on each T-shirt is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342874-15958","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","WRAPAROUND COLLAR COAT","https://www.zara.com/sg/en/wraparound-collar-coat-p08086666.html","WRAPAROUND COLLAR COAT Details","S$ 139.00","Sand","Cropped coat with a wraparound collar, long sleeves with turn-up cuffs and front flap pockets. Snap-button fastening at the front. 

HEIGHT OF MODEL: 177 CM / 69.6″

JOIN LIFE
Care for fiber: at least 25% recycled wool.
Manufacturing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.","null"
"1573334111-13311","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","SLOUCHY JEANS","https://www.zara.com/sg/en/slouchy-jeans-p06045216.html","SLOUCHY JEANS Details","S$ 59.90","Black","High-waist jeans featuring a five-pocket design, decorative front darts, a zip fly and top button fastening.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573340459-15222","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","COMBINED PRINTED DRESS","https://www.zara.com/sg/en/combined-printed-dress-p05580713.html","COMBINED PRINTED DRESS Details","S$ 45.90","Black","Fluid long sleeve dress with a round neckline. Featuring a satin-effect hem and animal print. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573335130-13611","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","SHIMMERY PAPERBAG TROUSERS","https://www.zara.com/sg/en/shimmery-paperbag-trousers-p01165237.html","SHIMMERY PAPERBAG TROUSERS Details","S$ 69.90","Black","High waist trousers with an elastic paperbag waistband and elastic hems with tied appliqué in the same fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573337786-14413","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FINE PLEATED BLOUSE","https://www.zara.com/sg/en/fine-pleated-blouse-p03666189.html","FINE PLEATED BLOUSE Details","S$ 59.90","Ecru","Flowing blouse with a cowl neckline, long sleeves with elastic cuffs and lining. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573342340-15780","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","REVERSIBLE FAUX SHEARLING JACKET","https://www.zara.com/sg/en/reversible-faux-shearling-jacket-p04341925.html","REVERSIBLE FAUX SHEARLING JACKET Details","S$ 89.90","Stone","Water-repellent jacket with a high collar, long sleeves with elastic cuffs, side zip pockets, an adjustable hem with elastic drawstrings and a zip-up front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331354-12541","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","BUGS BUNNY © WARNER BROS.INC T-SHIRT","https://www.zara.com/sg/en/bugs-bunny-%C2%A9-warner-bros-inc-t-shirt-p05644710.html","BUGS BUNNY © WARNER BROS.INC T-SHIRT Details","S$ 39.90","White","Short sleeve T-shirt with a round neckline. Featuring a Bugs Bunny © Warner Bros. Inc. print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573341763-15617","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","null","","","","","",""
"1573337764-14406","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","RUFFLED TEXTURED WEAVE BLOUSE","https://www.zara.com/sg/en/ruffled-textured-weave-blouse-p04786282.html","RUFFLED TEXTURED WEAVE BLOUSE Details","S$ 69.90","Black","Round neck blouse with collar and long sleeves. Featuring ruffle trims in matching fabric and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334219-13354","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","TROUSERS WITH TURN-UP HEMS","https://www.zara.com/sg/en/trousers-with-turn-up-hems-p06136044.html","TROUSERS WITH TURN-UP HEMS Details","S$ 69.90","Stone","Mid waist trousers with an elastic inner waistband. Featuring front pockets, buttoned double welt back pockets and turn-up hems. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338180-14529","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","HOUNDSTOOTH SHIRT WITH POCKETS","https://www.zara.com/sg/en/houndstooth-shirt-with-pockets-p04387264.html","HOUNDSTOOTH SHIRT WITH POCKETS Details","S$ 59.90","Grey","Collared shirt with long sleeves. Featuring front patch pockets with flaps and a button-up front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338495-14627","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","ASYMMETRIC CHECK PRINT TOP","https://www.zara.com/sg/en/asymmetric-check-print-top-p08641109.html","ASYMMETRIC CHECK PRINT TOP Details","S$ 69.90","Various","Long sleeve top with an asymmetric neckline, pleated detail at the waist and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336501-14091","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","null","","","","","",""
"1573334168-13330","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","MID-RISE SKINNY JEANS","https://www.zara.com/sg/en/mid-rise-skinny-jeans-p06147171.html","MID-RISE SKINNY JEANS Details","S$ 59.90","Black","Faded mid-waist skinny jeans featuring a five-pocket design, side vents at the hems and zip fly and metal top button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331010-12449","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","TEXTURED T-SHIRT","https://www.zara.com/sg/en/textured-t-shirt-p02878459.html","TEXTURED T-SHIRT Details","S$ 39.90","White","Round neck T-shirt with short puff sleeves. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334722-13493","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","LIMESTONE GREEN JOGGING TROUSERS","https://www.zara.com/sg/en/limestone-green-jogging-trousers-p09632245.html","LIMESTONE GREEN JOGGING TROUSERS Details","S$ 69.90","Green","The Jogging in Limestone Green.

Mid waist trousers with an elastic waistband. Featuring front pockets, rear jetted pockets, elastic hems and adjustable drawstring. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.","null"
"1573331692-12626","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY’S MICKEY MOUSE T-SHIRT","https://www.zara.com/sg/en/%C2%A9disney%E2%80%99s-mickey-mouse-t-shirt-p05644702.html","©DISNEY’S MICKEY MOUSE T-SHIRT Details","S$ 39.90","White","Short sleeve T-shirt with a round neckline and a Mickey Mouse ©Disney print.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573340036-15107","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","BUTTONED DRESS","https://www.zara.com/sg/en/buttoned-dress-p04886257.html","BUTTONED DRESS Details","S$ 89.90","Grey marl","Oversized round neck dress with long sleeves. Featuring side in-seam pockets, front darts and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334330-13385","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","TIED PAREO TROUSERS","https://www.zara.com/sg/en/tied-pareo-trousers-p01971801.html","TIED PAREO TROUSERS Details","S$ 45.90","Khaki","Pareo trousers with an elastic waistband, tied detail and vents at the hems.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573333320-13106","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","Z1975 MINI FLARED JEANS","https://www.zara.com/sg/en/z1975-mini-flared-jeans-p08228235.html","Z1975 MINI FLARED JEANS Details","S$ 49.90","Black","Faded high waist jeans featuring a five-pocket design, pronounced seams on the front and zip fly and metal top button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334832-13526","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","SIDE GEM LEGGINGS","https://www.zara.com/sg/en/side-gem-leggings-p07102216.html","SIDE GEM LEGGINGS Details","S$ 45.90","Black","High waist leggings with false pockets on the front and back. Gem appliqué detail on the sides.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342371-15790","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FAUX SHEARLING JACKET WITH CONTRAST TRIMS","https://www.zara.com/sg/en/faux-shearling-jacket-with-contrast-trims-p04341224.html","FAUX SHEARLING JACKET WITH CONTRAST TRIMS Details","S$ 89.90","camel","Cropped jacket with long sleeves and a high neck with adjustable drawstrings. Featuring front welt pockets and a zip-up front hidden by a snap-button placket. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340562-15251","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","LONG PRINTED DRESS","https://www.zara.com/sg/en/long-printed-dress-p00034241.html","LONG PRINTED DRESS Details","S$ 89.90","Green","Collared dress with sleeves reaching below the elbow. Featuring a matching fabric belt, front vent at the hem and button fastening on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573331825-12654","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","VEST TOP WITH TULLE","https://www.zara.com/sg/en/vest-top-with-tulle-p05584900.html","VEST TOP WITH TULLE Details","S$ 14.90","Mink","V-neck top with thin straps. Featuring matching tulle detail.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573332029-12708","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","HIGH NECK BODYSUIT","https://www.zara.com/sg/en/high-neck-bodysuit-p05039948.html","HIGH NECK BODYSUIT Details","S$ 29.90","MARSALA","Sleeveless bodysuit with a high neck and snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341302-15464","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","ANIMAL PRINT DRESS","https://www.zara.com/sg/en/animal-print-dress-p04437281.html","ANIMAL PRINT DRESS Details","S$ 69.90","Leopard","Short dress with a high neck and puff sleeves falling below the elbow. Featuring metallic thread detail and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336501-14064","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","null","","","","","",""
"1573337413-14317","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","GLOSSY BLOUSE","https://www.zara.com/sg/en/glossy-blouse-p03564154.html","GLOSSY BLOUSE Details","S$ 45.90","Black","Sleeveless contrast fabric blouse with a high neck, pleats and an opening in the back that fastens with lined buttons.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573337245-14273","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","EMBROIDERED TOP WITH PUFF SLEEVES","https://www.zara.com/sg/en/embroidered-top-with-puff-sleeves-p02712908.html","EMBROIDERED TOP WITH PUFF SLEEVES Details","S$ 45.90","Black","Round neck top with long puff sleeves. Featuring cutwork embroidery, interior lining and button fastening at the back with an opening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332453-12835","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","STRIPED SKIRT WITH BELT","https://www.zara.com/sg/en/striped-skirt-with-belt-p07385858.html","STRIPED SKIRT WITH BELT Details","S$ 59.90","Leopard","High waist midi skirt featuring a belt with buckle and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330137-12145","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","KNIT JOGGING TROUSERS","https://www.zara.com/sg/en/knit-jogging-trousers-p05536100.html","KNIT JOGGING TROUSERS Details","S$ 59.90","Grey","High waist trousers with an elastic waistband and adjustable drawstrings. Featuring front pockets and cuffed hems. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336726-14147","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLOWING TOP WITH TIE DETAIL","https://www.zara.com/sg/en/flowing-top-with-tie-detail-p04043061.html","FLOWING TOP WITH TIE DETAIL Details","S$ 69.90","Bright red","Flowing top with a round neckline, a slit at the neck and short cape sleeves. Featuring a tie detail in matching fabric and a buttoned opening at the back. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
