web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573238217-3993","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Dress","https://www2.hm.com/en_us/productpage.0663472005.html","Patterned Dress","$39.99","Calf-length dress in airy, woven fabric with a printed pattern. Opening and narrow ties at top, 3/4-length sleeves with narrow elastication and ruffle at cuffs, smocked seam at waist, and flared skirt. Jersey liner dress.","Polyester 100%","Back: Length: 120.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Smocking","Blue/light blue/red/pink/green","Blue/floral"
"1573247955-4256","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0691177002.html","Shirt Dress with Tie Belt","$29.99","Short shirt dress in softly draped woven fabric with a sheen. Collar, concealed buttons at front, removable tie belt at waist, and long sleeves with buttons at cuffs. Rounded hem. Unlined.","Polyester 100%","Sleeve: Length: 61.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Black","Black"
"1573237596-3975","https://www2.hm.com/en_us/women/products/dresses.html","Crinkled Dress with Flounces","https://www2.hm.com/en_us/productpage.0782742001.html","Crinkled Dress with Flounces","$59.99","Ankle-length dress in woven, crinkled fabric with flounced trim at top. Narrow shoulder straps crossed at back, seam at waist, and flared skirt. Lined.","Lining: Polyester 100%","Long","","Black","Black"
"1573251601-4355","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Turtleneck Dress","https://www2.hm.com/en_us/productpage.0702208004.html","Jersey Turtleneck Dress","$19.99","Calf-length, fitted dress in soft cotton jersey with a turtleneck and long sleeves.","Cotton 95%, Elastane 5%","Front: Length: 118.1 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck","Light gray melange","Light gray melange"
"1573255116-4451","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0839962001.html","Dress with Smocking","$29.99","Short dress in woven fabric with a smocked mock turtleneck and smocked yoke. Long balloon sleeves with narrow elastic at cuffs.","Viscose 100%","Short","STYLE
				
					Smocking
					Mock Turtleneck
					Balloon Sleeve","Brown/khaki green/light beige","Brown/snakeskin-patterned"
"1573253255-4400","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0809025003.html","Fitted Dress","$24.99","Short, fitted dress in woven fabric with narrow shoulder straps. Zip at back and seam at waist.","Coating: Polyurethane 100%","Short","STYLE
				
					Fitted","Black","Black/faux leather"
"1573250987-4338","https://www2.hm.com/en_us/women/products/dresses.html","Short Dress","https://www2.hm.com/en_us/productpage.0782555001.html","Short Dress","$19.99","Long-sleeved dress in woven fabric. Round neckline, opening at back of neck with button, and smocked seam at waist. Unlined.","Viscose 100%","Back: Length: 88.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Smocking
					Round Neck
					Keyhole","Brown/dark beige/black","Brown/leopard print"
"1573228183-3705","https://www2.hm.com/en_us/women/products/dresses.html","Ruffle-trimmed Shirt Dress","https://www2.hm.com/en_us/productpage.0788606001.html","Ruffle-trimmed Shirt Dress","$34.99","Short shirt dress in soft, lightweight viscose twill. Rounded collar, ruffle-trimmed yoke, buttons at front, and long sleeves with button at cuffs. Seam at waist, removable tie belt, and gently flared skirt. Unlined.","Viscose 100%","Shoulder: Width: 38.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Rounded Collar","Dark red","Dark red"
"1573232960-3846","https://www2.hm.com/en_us/women/products/dresses.html","Off-the-shoulder Dress","https://www2.hm.com/en_us/productpage.0727616001.html","Off-the-shoulder Dress","$29.99","Off-the-shoulder dress in woven, crinkled viscose fabric. Elasticized upper edge, long sleeves with elasticized cuffs, and elasticized seam at waist. Flared skirt with ruffle at hem and liner skirt in airy jersey.","Viscose 100%","Sleeve: Length: 53.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Off-the-shoulder","Khaki green","Khaki green"
"1573241720-4089","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Buttons","https://www2.hm.com/en_us/productpage.0784587008.html","Dress with Buttons","$17.99","Short, V-neck dress in woven viscose fabric. Buttons at front, short puff sleeves with narrow, elasticized cuffs, and seam at hem with flounce. Unlined.","Viscose 100%","Sleeve: Length: 22.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					V-neck","Black/powder pink/dark pink/light yellow/khaki green","Black/floral"
"1573253147-4397","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0633977002.html","Wrap Dress","$24.99","Short, V-neck dress in stretch jersey. Wrapover front section with ties at one side. Long sleeves.","Polyamide 81%, Metallized fiber 14%, Elastane 5%","Back: Length: 83.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black/silver-colored","Black/silver-colored"
"1573238607-4004","https://www2.hm.com/en_us/women/products/dresses.html","Modal-blend Wrap Dress","https://www2.hm.com/en_us/productpage.0660497001.html","Modal-blend Wrap Dress","$17.99","Short, sleeveless dress in soft slub jersey made from a modal and cotton blend. V-neck front and back, sewn wrapover at front, and a seam at waist with sewn ties. Gently flared skirt. Unlined.","Cotton 50%, Modal 50%","Short","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573246813-4224","https://www2.hm.com/en_us/women/products/dresses.html","Calf-length Shirt Dress","https://www2.hm.com/en_us/productpage.0817378002.html","Calf-length Shirt Dress","$69.99","Calf-length dress in an airy, woven fabric. Collar, buttons at front, and yoke at back. Long sleeves and wide cuffs with buttons. Chest pockets, patch front pockets with button, and covered elastic at waist. Gently flared skirt with slit at front. Unlined.","Lyocell 86%, Polyester 14%","Back: Length: 127.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Cargo","Black","Black"
"1573236464-3943","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Dress","https://www2.hm.com/en_us/productpage.0788692001.html","Pleated Dress","$79.99","Calf-length, pleated dress in woven fabric. Narrow shoulder straps crossed at back, concealed side zip, and jersey lining.","Polyester 100%","Midi","","White/powder pink/burgundy/blue/gray","White/floral"
"1573232499-3831","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Wrap-front Dress","https://www2.hm.com/en_us/productpage.0788093003.html","Patterned Wrap-front Dress","$17.99","Short, wrap-front dress in soft jersey with a V-neck and long sleeves. Seam at waist, tie belt, and skirt with flounce at hem. Unlined.","Polyester 90%, Elastane 10%","Back: Length: 83.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Beige/black","Beige/zebra print"
"1573247996-4257","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0790650001.html","Rib-knit Dress","$34.99","Fitted, calf-length dress in soft, rib-knit fabric. Turtleneck, long sleeves, and slit at side of hem.","Viscose 42%, Acrylic 42%, Polyamide 16%","Midi","STYLE
				
					Mock Turtleneck","Black","Black"
"1573227642-3689","https://www2.hm.com/en_us/women/products/dresses.html","T-shirt Dress with Studs","https://www2.hm.com/en_us/productpage.0570900005.html","T-shirt Dress with Studs","$34.99","Short jersey T-shirt dress in a soft modal blend. Studs at neckline and cuffs. Rounded hem, slightly longer at back.","Modal 65%, Polyester 35%","Short","STYLE
				
					Round Neck
					T-shirt Dress","Dark green","Dark green"
"1573229779-3752","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Embroidery","https://www2.hm.com/en_us/productpage.0798504001.html","Dress with Embroidery","$59.99","Dress in woven cotton fabric with an embroidered pattern. V-neck front and back, concealed side zip, and inset trim at waist. Flounced, circular sleeves attached to neckline. Slightly flared skirt with flounce at hem. Lined.","Cotton 100%","Short","STYLE
				
					Circular
					Flounced Sleeve
					V-neck","Light beige","Light beige"
"1573244721-4169","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0633977001.html","Wrap Dress","$24.99","Short, V-neck dress in stretch jersey. Wrapover front section with ties at one side. Long sleeves.","Polyester 93%, Elastane 7%","Back: Length: 83.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black","Black/velour"
"1573248320-4266","https://www2.hm.com/en_us/women/products/dresses.html","Cupro-blend Dress","https://www2.hm.com/en_us/productpage.0822201002.html","Cupro-blend Dress","$69.99","Calf-length dress in a woven cupro and viscose blend with a sheen. Collar, attached wrapover at front with decorative tie detail at one side, and an elasticized seam at waist. Long sleeves and cuffs with covered buttons. Unlined.","Cupro 70%, Viscose 30%","Shoulder: Width: 49.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar
					Wrapover
					V-neck","Black","Black"
"1573232481-3828","https://www2.hm.com/en_us/women/products/dresses.html","Sleeveless Jersey Dress","https://www2.hm.com/en_us/productpage.0708721003.html","Sleeveless Jersey Dress","$14.99","Short, sleeveless dress in thick jersey. Low-cut neckline at back, seam at waist, and flared skirt.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Round Neck","Light pink","Light pink/Daydream Believer"
"1573253400-4404","https://www2.hm.com/en_us/women/products/dresses.html","Glittery Dress","https://www2.hm.com/en_us/productpage.0839674001.html","Glittery Dress","$39.99","Short, glittery dress in jersey with gathers at shoulders, wrapover bodice, and seam at waist. Long puff sleeves. Unlined.","Polyamide 92%, Elastane 5%, Metallized fiber 3%","Shoulder: Width: 39.2 cm (Size M) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Wrapover
					V-neck","Black/silver-colored","Black/glittery"
"1573251670-4357","https://www2.hm.com/en_us/women/products/dresses.html","Embroidered Dress","https://www2.hm.com/en_us/productpage.0795811001.html","Embroidered Dress","$49.99","Short dress in airy woven fabric with embroidery at front. Opening at back of neck with a button, concealed side zip, long puff sleeves, and ruffle-trimmed cuffs with a button. Gathered seam at waist for fullness and soft draping.","Polyester 100%","Shoulder: Width: 37.3 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Round Neck
					Keyhole","Black/dusky green/pink/pale blue","Black/roses"
"1573224665-3598","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0783398001.html","Chiffon Dress","$34.99","Calf-length dress in airy chiffon. Narrow cut at top with short, tie-top shoulder straps. Deep armholes with wrapover lower section. Elasticized seam at waist. Lined.","Polyester 100%","Back: Length: 128.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Wrapover","Black/gray","Black/leaf-patterned"
"1573241602-4086","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0707100001.html","V-neck Dress","$59.99","V-neck dress in woven fabric. Wrap front section with scalloped edges. Cap sleeves, seam at waist, and circle skirt with pleats. Lined.","Lining: Polyester 100%","Short","STYLE
				
					Cap sleeve
					Wrapover
					V-neck","Black","Black"
"1573243070-4125","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0765498001.html","One-shoulder Dress","$24.99","Short, fitted one-shoulder dress in soft jersey with one long sleeve.","Lining: Polyester 100%","Short","STYLE
				
					One-shoulder
					Fitted","Beige/silver-colored","Beige"
"1573229370-3741","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Embroidery","https://www2.hm.com/en_us/productpage.0708868003.html","Dress with Embroidery","$49.99","Short dress in woven fabric with embroidered details and a V-neck. Attached wrapover at front, wide, 3/4-length sleeves, and an elasticized seam at waist. Scalloped edge at neckline, cuffs, and hem. Partly lined in jersey.","Polyester 100%","Short","STYLE
				
					Wrapover
					V-neck","Dusky green","Dusky green"
"1573252371-4376","https://www2.hm.com/en_us/women/products/dresses.html","Lace V-neck Dress","https://www2.hm.com/en_us/productpage.0840873002.html","Lace V-neck Dress","$49.99","Short, fitted dress in lace with a low-cut V-neck at front and back. Horizontal ties at back of neck, long sleeves, and seam at waist. Scalloped trim at neckline and hem. Lined.","Cotton 39%, Viscose 32%, Polyamide 27%, Lyocell 2%","Short","STYLE
				
					Low-cut Neckline
					V-neck","Red","Red"
"1573241867-4093","https://www2.hm.com/en_us/women/products/dresses.html","Short Wrap Dress","https://www2.hm.com/en_us/productpage.0745265001.html","Short Wrap Dress","$19.99","Short dress in cotton-blend denim. Narrow shoulder straps, V-neck at front and back, and attached wrapover at front with ties at waist.","Cotton 78%, Polyester 22%","Short","STYLE
				
					Wrapover
					V-neck","Light denim blue","Light denim blue"
"1573226053-3639","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0753802001.html","V-neck Dress","$29.99","Calf-length dress in woven, crêped fabric. V-neck, narrow adjustable shoulder straps, and buttons at front. Two slits at front.","Polyester 97%, Elastane 3%","Midi","STYLE
				
					V-neck","Black/powder pink/green","Black/roses"
"1573240832-4065","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Turtleneck Dress","https://www2.hm.com/en_us/productpage.0798868002.html","Ribbed Turtleneck Dress","$29.99","Short, fitted dress in a soft rib knit with a turtleneck and long sleeves.","Viscose 44%, Acrylic 40%, Polyamide 16%","Sleeve: Length: 60.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck
					Fitted","Dark red","Dark red"
