web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573664254-2536","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Easy Care Stretch Cropped Pants","https://www.uniqlo.com/sg/store/women-easy-care-stretch-cropped-pants-4213360010.html","WOMEN Easy Care Stretch Cropped Pants","S$19.90","Color: COL31 BEIGE","Sleek cropped length with a sharp center crease.
- Wrinkle-resistant material for easy care.
- With quick-drying DRY technology.


                            
                                                
                          
                              MATERIAL
                [31Beige] 53% Polyester, 42% Cotton, 5% Spandex [19Wine, 09Black, 69Navy] 54% Cotton, 41% Polyester, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","[31Beige] 53% Polyester, 42% Cotton, 5% Spandex [19Wine, 09Black, 69Navy] 54% Cotton, 41% Polyester, 5% Spandex"
"1573663976-2427","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Wool Blended Fringe Mini Skirt","https://www.uniqlo.com/sg/store/women-idlf-wool-blended-fringe-mini-skirt-4226120005.html","WOMEN IDLF Wool Blended Fringe Mini Skirt","S$29.90","Color: COL08 DARK GRAY","A wrap skirt with fluttering fringe. The waist buttons add a subtle design accent.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Wrap-skirt design.
- With a fringe detail at the front.
- The waist buttons look great with a tucked-in top.
- Glen plaid pattern.


                            
                                                
                          
                              MATERIAL
                Shell: 60% Acrylic, 40% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 60% Acrylic, 40% Wool/ Lining: 100% Polyester"
"1573663855-2415","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Smart Shorts (Checked)","https://www.uniqlo.com/sg/store/women-smart-shorts-checked-4247990006.html","WOMEN Smart Shorts (Checked)","S$29.90","Color: COL09 BLACK","With an elastic waist for comfort.
- Interior elastic waist for unrestricted comfort.


                            
                                                
                          
                              MATERIAL
                68% Polyester, 30% Rayon, 2% Spandex


                            
                              CARE
                Machine wash cold","68% Polyester, 30% Rayon, 2% Spandex"
"1573664113-2480","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Tuck Gather Pants","https://www.uniqlo.com/sg/store/women-tuck-gather-pants-4183060013.html","WOMEN Tuck Gather Pants","S$14.90","Color: COL77 Purple","With a voluminous gathered waist, these wide-leg pants an on-trend essential.
- Soft material creates a relaxed, flowing drape.
- Elastic waist.


                            
                                                
                          
                              MATERIAL
                48% Polyester, 48% Rayon, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","48% Polyester, 48% Rayon, 4% Spandex"
"1573663964-2422","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wool Blended Mini Skirt","https://www.uniqlo.com/sg/store/women-wool-blended-mini-skirt-4203640001.html","WOMEN Wool Blended Mini Skirt","S$19.90","Color: COL48 YELLOW","The 80% wool fabric is extremely cozy.
- Carefully balanced darts for this flattering A-line silhouette, so you can style it many ways.
- Carefully adjusted lines around the waist and hem to show off the beautiful pattern.
- Updated for a new season! Adjusted to an 80% wool blend for a more airy, classy feel.


                            
                                                
                          
                              MATERIAL
                Shell: 80% Wool, 20% Nylon/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 80% Wool, 20% Nylon/ Lining: 100% Polyester"
"1573664006-2439","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Fringe Skirt","https://www.uniqlo.com/sg/store/women-j-w-anderson-fringe-skirt-4215930006.html","WOMEN J.W.Anderson Fringe Skirt","S$49.90","Color: COL55 GREEN","A design with voluminous fringe that make a statement. An item that offers British-style colors and patterns.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- We used traditional British coloring and patterns. 
- Added large fringe to the enveloping wrap-style design. 
- Achieved a soft touch that feels like wool. 
- A slightly longer line that makes it a trendy midi-length. 
- Comes with a smooth inner fabric that makes it easy to slip on and off.


                            
                                                
                          
                              MATERIAL
                Shell: 100% Acrylic/ Lining: 100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","Shell: 100% Acrylic/ Lining: 100% Polyester"
"1573664097-2474","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Stretch Pile Line Fleece Pants","https://www.uniqlo.com/sg/store/women-stretch-pile-line-fleece-pants-4196400016.html","WOMEN Stretch Pile Line Fleece Pants","S$39.90","Color: COL32 BEIGE","Stretchy, windproof pile-lined pants with a sleek silhouette.
- Stretchy outer with an ultra-thin windproof layer and a warm boa fleece lining.
- Water-repellent coating.
- Comfortable, contoured cut with a seam at the back.
- Ribbed panel at the waist provides extra stretch, with a drawstring to create a perfect fit.
- Ribbed material at the hem provides a great fit and easy movement.
- Comfortable high-rise waist.


                            
                                                
                          
                              MATERIAL
                Shell: 100% Polyester/ Lining: 100% Polyester/ Rib: 95% Polyester, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Shell: 100% Polyester/ Lining: 100% Polyester/ Rib: 95% Polyester, 5% Spandex"
"1573663985-2431","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Corduroy Wrapped Skirt","https://www.uniqlo.com/sg/store/women-j-w-anderson-corduroy-wrapped-skirt-4221480004.html","WOMEN J.W.Anderson Corduroy Wrapped Skirt","S$49.90","Color: COL35 BROWN","The wrapped design is casual and cute. Added a seasonal touch by using traditional British corduroy.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- You’ll love the beautiful timeless and modern design, along with how warm, comfortable, and durable it is. 
- This wrap skirt has a practical design, with a belt at the waist that allows you to easily open and close it. 
- Added interior buttons that allow you to adjust the size.


                            
                                                
                          
                              MATERIAL
                Shell: 100% Cotton/ Lining: 100% Polyester/ Belts: 100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","Shell: 100% Cotton/ Lining: 100% Polyester/ Belts: 100% Polyester"
"1573664232-2527","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-4203450037.html","WOMEN EZY Ankle Pants","S$49.90","Color: COL06 GRAY","Comfort and style in one package.
- Wrinkle-resistant material for easy care.
- Thick all-weather fabric.
- In response to customer feedback, we've made them smoother around the hips and rear.
- Lighter elastic waistband matches the fabric for a more formal look.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 19% Nylon, 10% Rayon/ Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 19% Nylon, 10% Rayon/ Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon"
"1573664225-2524","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Brushed/Check)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-brushed-check-4217380004.html","WOMEN EZY Ankle Pants (Brushed/Check)","S$49.90","Color: COL18 WINE","Combining comfort and style.
- Wrinkle-resistant material for easy care.
- Newly updated with a more streamlined waistband design.
- Brushing process creates a warm feel.
- In response to customer feedback, we've adjusted the gathered waist to achieve an attractive silhouette.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon"
"1573664237-2529","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Maternity EZY Ankle Pants","https://www.uniqlo.com/sg/store/women-maternity-ezy-ankle-pants-4208020005.html","WOMEN Maternity EZY Ankle Pants","S$49.90","Color: COL09 BLACK","A perfect fit throughout your pregnancy.
- Wrinkle-resistant material for easy care.
- In response to customer feedback, we've made them smoother around the hips for a more flattering fit.
- Newly updated with soft jersey fabric at the waist to comfortably support your tummy.


                            
                                                
                          
                              MATERIAL
                Body: 69% Polyester, 29% Rayon, 2% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 69% Polyester, 29% Rayon, 2% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex"
"1573664022-2445","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ribbed Slit Leggings","https://www.uniqlo.com/sg/store/women-ribbed-slit-leggings-4195640005.html","WOMEN Ribbed Slit Leggings","S$14.90","Color: COL01 OFF WHITE","Our casual slit leggings in a flattering vertical ribbed knit.
- Made with a natural cotton blend.
- The interior slit adds comfort and pairs well with any shoes.


                            
                                                
                          
                              MATERIAL
                96% Cotton, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","96% Cotton, 4% Spandex"
"1573664065-2461","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Maternity Denim Leggings Pants","https://www.uniqlo.com/sg/store/women-maternity-denim-leggings-pants-4188740004.html","WOMEN Maternity Denim Leggings Pants","S$49.90","Color: COL69 NAVY","Ultra stretch jeans support your body during pregnancy.
- Made from our ultra-stretch material.
- Newly updated with jersey fabric to comfortably support your tummy.
- Elastic inside expands along with the stretch denim for ultimate comfort.
- Large back pocket creates a flattering profile.
- Flat adjuster button for continued comfort during your pregnancy.
- Leg-flattering cut accommodates any swelling.


                            
                                                
                          
                              MATERIAL
                Body: 58% Cotton, 27% Polyester, 15% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 58% Cotton, 27% Polyester, 15% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex"
"1573664074-2465","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Cotton Checked Wide Pants","https://www.uniqlo.com/sg/store/women-idlf-cotton-checked-wide-pants-4192320006.html","WOMEN IDLF Cotton Checked Wide Pants","S$29.90","Color: COL35 BROWN","Flattering wide-leg cut. Traditional colors and design details.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Full length.
- Authentic coin pocket and interlining details.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664132-2488","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ribbed Flare Pants","https://www.uniqlo.com/sg/store/women-ribbed-flare-pants-4226880010.html","WOMEN Ribbed Flare Pants","S$14.90","Color: COL31 BEIGE","Airy and on-trend, flared silhouette with extra volume.


                            
                                                
                          
                              MATERIAL
                73% Polyester, 24% Rayon, 3% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","73% Polyester, 24% Rayon, 3% Spandex"
"1573664176-2505","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Maternity Ultra Stretch Jeans","https://www.uniqlo.com/sg/store/women-maternity-ultra-stretch-jeans-4188700001.html","WOMEN Maternity Ultra Stretch Jeans","S$59.90","Color: COL09 BLACK","Ultra stretch jeans support your body during pregnancy.
- Newly updated with jersey fabric to comfortably support your tummy.
- Elastic inside expands along with the stretch denim for ultimate comfort.
- Features the world's finest stretch denim from ISKO Denim.
- UNIQLO's stretchiest jeans with 40% stretch and 80% rebound.
- Large back pocket creates a flattering profile.
- Flat adjuster button for continued comfort during your pregnancy.
- Leg-flattering cut accommodates any swelling.
- Casual vintage-inspired fashion.


                            
                                                
                          
                              MATERIAL
                Body: 87% Cotton, 9% Polyester, 4% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 87% Cotton, 9% Polyester, 4% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex"
"1573664185-2508","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Jeans (Damage)","https://www.uniqlo.com/sg/store/women-ultra-stretch-jeans-damage-4197000017.html","WOMEN Ultra Stretch Jeans (Damage)","S$59.90","Color: COL08 DARK GRAY","Get the shape of your dreams with super stretch denim. On-trend distressed look.
- Features the world's finest stretch denim from ISKO Denim.
- UNIQLO's stretchiest jeans with 40% stretch and 80% rebound.
- Smooth fabric for a comfortable feel.
- Versatile mid-rise design.
- Curved waistband for a secure fit.
- Back pocket size, shape and placement designed to flatter the figure.
- Cut-off hems and distressed effect at the knees.


                            
                                                
                          
                              MATERIAL
                [66Blue, 64Blue] 92% Cotton, 6% Polyester, 2% Spandex, [08Dark Gray] 87% Cotton, 9% Polyester, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","[66Blue, 64Blue] 92% Cotton, 6% Polyester, 2% Spandex, [08Dark Gray] 87% Cotton, 9% Polyester, 4% Spandex"
"1573663990-2433","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Stretch Skirt (Set Up)","https://www.uniqlo.com/sg/store/women-stretch-skirt-set-up-4188850016.html","WOMEN Stretch Skirt (Set Up)","S$29.90","Color: COL05 GRAY","A slim-cut skirt with added stretch for easy movement. 
- Wool-like quality suits both dressy and casual looks.


                            
                                                
                          
                              MATERIAL
                Shell: 69% Polyester, 29% Rayon, 2% Spandex/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 69% Polyester, 29% Rayon, 2% Spandex/ Lining: 100% Polyester"
"1573664137-2490","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pile Lined Denim Jersey Pants","https://www.uniqlo.com/sg/store/women-pile-lined-denim-jersey-pants-4196890006.html","WOMEN Pile Lined Denim Jersey Pants","S$39.90","Color: COL08 DARK GRAY","Warm pile-lined pants with a sleek cut. Now in a casual indigo-dyed denim. 
- Jersey fabric indigo-dyed like denim, with a warm, cozy lining.
- Longer length keeps you warm down to the ankles.
- Discreet stitching around the pockets.
- Please note: This product is indigo-dyed, so there may be some color transfer when washed.


                            
                                                
                          
                              MATERIAL
                Body: 58% Polyester, 38% Cotton, 4% Spandex/ Rib: 96% Cotton, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 58% Polyester, 38% Cotton, 4% Spandex/ Rib: 96% Cotton, 4% Spandex"
"1573664170-2503","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Flare Ankle Jeans","https://www.uniqlo.com/sg/store/women-uniqlo-u-flare-ankle-jeans-4212440023.html","WOMEN Uniqlo U Flare Ankle Jeans","S$29.90","Color: COL09 BLACK","Enjoy the high-waisted, flared silhouette that elongates the look of your legs.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- With flared hems and a high waist to flatter your hips and thighs. 
- Authentic 100% cotton, 12 oz. denim.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573663834-2410","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco Shorts (Striped)","https://www.uniqlo.com/sg/store/women-relaco-shorts-striped-4218400007.html","WOMEN Relaco Shorts (Striped)","S$19.90","Color: COL12 PINK","Shorts with a relaxed look and an elegant feel. Loose-fitting and short length.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Bold, on-trend stripes on a white background.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664252-2535","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Checked Straight Pants","https://www.uniqlo.com/sg/store/women-uniqlo-u-checked-straight-pants-4212430001.html","WOMEN Uniqlo U Checked Straight Pants","S$39.90","Color: COL32 BEIGE","Straight cut with center creases. In a classic checked pattern.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Two coin pockets added to the front for more convenience. 
- High-waisted, straight silhouette. 
- Added a classic yarn-dyed checked pattern to the firm fabric.


                            
                                                
                          
                              MATERIAL
                60% Cotton, 39% Polyester, 1% Spandex


                            
                              CARE
                Machine wash cold","60% Cotton, 39% Polyester, 1% Spandex"
"1573664089-2471","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pile Lined Sweat Pants","https://www.uniqlo.com/sg/store/women-pile-lined-sweat-pants-4182490028.html","WOMEN Pile Lined Sweat Pants","S$39.90","Color: COL09 BLACK","Warm, fluffy lining. In a sleek, stylish cut.
- Made with a double-knit, boa sweat lining.
- Newly updated with a sleeker profile.
- The warmth of boa fleece, plus a sleek, slender cut.
- We've removed the pocket stitching to achieve a more versatile look.
- The long inseam provides increased coverage and makes your legs look longer.


                            
                                                
                          
                              MATERIAL
                Body: 74% Polyester, 26% Cotton/ Rib: 95% Cotton, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 74% Polyester, 26% Cotton/ Rib: 95% Cotton, 5% Spandex"
"1573664227-2525","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Tapered Ankle Pants","https://www.uniqlo.com/sg/store/women-drape-tapered-ankle-pants-4203370011.html","WOMEN Drape Tapered Ankle Pants","S$19.90","Color: COL69 NAVY","A comfortable elastic waist with chic hooks and zipper for an office-ready look.
- Wrinkle-resistant material for easy care.
- Tapers towards the hem for a flattering effect.


                            
                                                
                          
                              MATERIAL
                96% Polyester, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","96% Polyester, 4% Spandex"
"1573664220-2522","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Brushed/Check)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-brushed-check-4231670006.html","WOMEN EZY Ankle Pants (Brushed/Check)","S$49.90","Color: COL69 NAVY","Combining comfort and style.
- Wrinkle-resistant material for easy care.
- Newly updated with a more streamlined waistband design.
- Brushing process creates a warm feel.
- In response to customer feedback, we've adjusted the gathered waist to achieve an attractive silhouette.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 67% Polyester, 31% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 67% Polyester, 31% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon"
"1573664262-2539","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wide Straight Pants (Brushed/Check)","https://www.uniqlo.com/sg/store/women-wide-straight-pants-brushed-4231690003.html","WOMEN Wide Straight Pants (Brushed/Check)","S$39.90","Color: COL06 GRAY","A trendy wide silhouette with a high-quality, wool-like texture. A versatile pair that can be dressed up or down.
- Made with rayon blend fabric that is super soft and has a beautiful drape.
- Wide straight silhouette that you can style fashionably.
- Inner elastic waistbands are very easy to wear.


                            
                                                
                          
                              MATERIAL
                62% Polyester, 35% Rayon, 3% Spandex


                            
                              CARE
                Machine wash cold","62% Polyester, 35% Rayon, 3% Spandex"
"1573663978-2428","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pleated Long Skirt (High Waisted)","https://www.uniqlo.com/sg/store/women-pleated-long-skirt-high-waisted-4203580011.html","WOMEN Pleated Long Skirt (High Waisted)","S$39.90","Color: COL01 OFF WHITE","Elegant, pleated design in an on-trend, maxi length.
- Comfortable easy waist.
- Hand-pleated for a sophisticated look.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573664070-2463","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Leggings Pants","https://www.uniqlo.com/sg/store/women-ultra-stretch-leggings-pants-4188720016.html","WOMEN Ultra Stretch Leggings Pants","S$29.90","Color: COL00 WHITE","Leggings pants with a flattering cut and an incredibly comfortable feel.
- Ultra stretch fabric creates a balance between beautiful style and ultimate mobility.
- Thin elastic waistband stays in place as you move.
- Newly updated design.


                            
                                                
                          
                              MATERIAL
                53% Cotton, 32% Polyester, 15% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","53% Cotton, 32% Polyester, 15% Spandex"
"1573664082-2468","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Warm Lined Pants","https://www.uniqlo.com/sg/store/women-heattech-warm-lined-pants-4203600022.html","WOMEN HEATTECH Warm Lined Pants","S$59.90","Color: COL03 GRAY","Warm pants lined with comfy HEATTECH fleece. Stylish buttoned front.
- 2-way stretch fabric expands freely for comfort and easy movement.
- Sleek tapered silhouette.
- Hidden fasteners on the hems adjust to your footwear.
- Special stitching on the fleece lining provides a sleeker silhouette.
- Newly updated with HEATTECH fleece lining for the same warmth with greater comfort.


                            
                                                
                          
                              MATERIAL
                Shell: 90% Polyester, 10% Spandex/ Lining: 63% Polyester, 22% Acrylic, 15% Rayon


                            
                              CARE
                Hand wash cold","Shell: 90% Polyester, 10% Spandex/ Lining: 63% Polyester, 22% Acrylic, 15% Rayon"
