web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573665101-2727","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Scandinavian Short Sleeve Dress","https://www.uniqlo.com/sg/store/women-scandinavian-short-sleeve-dress-4234610006.html","WOMEN Scandinavian Short Sleeve Dress","S$19.90","Color: COL68 Blue","Scandinavian Pattern Collection

Scandinavian Pattern Collection is a design collection created by designers who reside in Scandinavia and work in various fields. The patterns created by the Scandinavian designers are made from the heart by each and every designer and born from the Scandinavian nature and the simple daily life there.

© Fyran


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665833-3018","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Soft Cotton Short Sleeve Shirt","https://www.uniqlo.com/sg/store/women-soft-cotton-short-sleeve-shirt-4141670020.html","WOMEN Soft Cotton Short Sleeve Shirt","S$19.90","Color: COL00 WHITE","The unparalleled comfort of 100% premium cotton. A versatile wardrobe essential.
- Newly updated with wider back pleats for greater balance.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573664767-2600","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Leggings","https://www.uniqlo.com/sg/store/women-leggings-4194010005.html","WOMEN Leggings","S$14.90","Color: COL08 DARK GRAY","Our leggings in soft, comfortable cotton. Perfect for layered looks.
- Made with a natural cotton blend.
- Gently fitted feel allows easy movement.
- Pairs well with oversized tops, dresses, and skirts.


                            
                                                
                          
                              MATERIAL
                93% Cotton, 7% Spandex


                            
                              CARE
                Machine wash cold","93% Cotton, 7% Spandex"
"1573665112-2732","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Uniqlo U Drape Twill Shirt Long Sleeve Dress","https://www.uniqlo.com/sg/store/women-uniqlo-u-drape-twill-shirt-long-sleeve-dress-4206020004.html","WOMEN Uniqlo U Drape Twill Shirt Long Sleeve Dress","S$59.90","Color: COL32 BEIGE","An item that provides the satisfying supple touch of draped twill fabric. It can be cinched at the waist with the belt as well.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- We used soft twill fabric with a beautiful sheen. 
- A voluminous silhouette that is loose-fitting. 
- Comes with a belt of the same fabric.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573666024-3087","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Tweed Long Jacket","https://www.uniqlo.com/sg/store/women-tweed-long-jacket-4216150001.html","WOMEN Tweed Long Jacket","S$79.90","Color: COL07 GRAY","Our tweed jacket with a premium feel.
- Made with a light, soft, and warm wool-blend tweed.


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573664693-2572","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Knitted Tights (Cable)","https://www.uniqlo.com/sg/store/women-heattech-knitted-tights-cable-4207590001.html","WOMEN HEATTECH Knitted Tights (Cable)","S$19.90","Color: COL03 GRAY","Cozy HEATTECH knit tights, perfect for layered looks.
- With deodorizing, bio-warming, insulating, anti-microbial, anti-odor, and moisturizing comfort features.
- In a super soft and warm cable-knit.
- Pairs well with miniskirts.
- Heel-hugging for a secure fit.


                            
                                                
                          
                              MATERIAL
                67% Acrylic, 28% Nylon, 3% Wool, 2% Spandex


                            
                              CARE
                Machine wash cold","67% Acrylic, 28% Nylon, 3% Wool, 2% Spandex"
"1573665334-2820","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Colour And Rhythm UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-colour-and-rhythm-utshort-sleeve-graphic-t-shirt-4206110006.html","WOMEN Colour And Rhythm UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL09 BLACK","Color & Rhythm

Carmen Herrera, Lygia Pape, and Hélio Oiticica were at the forefront of modern art in Latin America, using geometric shapes and colors to bring their work to life with energy and beauty.
About MoMA

The Museum of Modern Art in New York City is the world's home for modern and contemporary art. Founded in 1929, MoMA was the first museum dedicated to new art and this bold, experimental vision continues to guide us today. We share the most thought-provoking and resonant works, from painting to performance, and are a place of creativity and inspiration for all.
Hélio Oiticica

One of the most influential artists in the twentieth century, Hélio Oiticica pioneered new aesthetic experiences that blurred the boundaries between life and art. Oiticica challenged traditional notions of art by making viewer participation essential in his work. His dynamic grid-like compositions on cardboard, suspended wooden structures, wearable objects, and large-scale multisensorial installations, have influenced generations of contemporary artists worldwide.

Project: 2019 by The Museum of Modern Art
©César and Claudio Oiticica


                            
                                                
                          
                              MATERIAL
                60% Cotton, 40% Modal


                            
                              CARE
                Machine wash cold, gentle cycle","60% Cotton, 40% Modal"
"1573665802-3006","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Soft Cotton Short Sleeve Blouse","https://www.uniqlo.com/sg/store/women-soft-cotton-short-sleeve-blouse-4184640012.html","WOMEN Soft Cotton Short Sleeve Blouse","S$19.90","Color: COL12 PINK","The unparalleled comfort of 100% premium cotton. A versatile wardrobe essential.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665033-2699","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Drape High Neck Short Sleeve Dress","https://www.uniqlo.com/sg/store/women-drape-high-neck-short-sleeve-dress-4212670011.html","WOMEN Drape High Neck Short Sleeve Dress","S$29.90","Color: COL04 GRAY","Material with a lovely soft drape that creates a beautiful silhouette.


                            
                                                
                          
                              MATERIAL
                48% Polyester, 48% Rayon, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","48% Polyester, 48% Rayon, 4% Spandex"
"1573666036-3092","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Hybrid Down Ultra Warm Long Coat","https://www.uniqlo.com/sg/store/women-hybrid-down-ultra-warm-long-coat-4202590005.html","WOMEN Hybrid Down Ultra Warm Long Coat","S$249.90","Color: COL09 BLACK","High-functioning down that looks casual and is improved for even more warmth.
- UNIQLO’s warmest down outerwear, filled with down and AIRTECH, and aluminum print lining on the body. 
- Feels softer and warmer with AIRTECH on the outside and down on the inside. 
- The non-quilted design reduces the bulk even though it is filled with down. 
- We created a silhouette that looks modern. 
- We’ve included aluminum print in the body and lining, for a design that provides greater heat retention.


                            
                                                
                          
                              MATERIAL
                Shell: 85% Polyester, 15% Cotton [Filling] Body: 56% Down, 38% Polyester, 6% Waterfowlfeathers/ Hood: 100% Polyester [Lining] Body: 100% Nylon/ Sleeve: 100% Polyester/ Faux Fur: 100% Polyester/ Fake Fur: 51% Modacrylic, 36% Acrylic, 13% Polyester/ Rib: 98% Polyester, 2% Spandex


                            
                              CARE
                Hand wash cold","Shell: 85% Polyester, 15% Cotton [Filling] Body: 56% Down, 38% Polyester, 6% Waterfowlfeathers/ Hood: 100% Polyester [Lining] Body: 100% Nylon/ Sleeve: 100% Polyester/ Faux Fur: 100% Polyester/ Fake Fur: 51% Modacrylic, 36% Acrylic, 13% Polyester/ Rib: 98% Polyester, 2% Spandex"
"1573666005-3079","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Merino Blend Ribbed Long Cardigan","https://www.uniqlo.com/sg/store/women-merino-blend-ribbed-long-cardigan-4221490014.html","WOMEN Merino Blend Ribbed Long Cardigan","S$29.90","Color: COL04 GRAY","On-trend long cut. This loose cardigan can also be worn as a dress.
- Blended with extra fine Merino wool made with microfibers just 19.5 microns thick.
- Long cardigan in an elegant ribbed knit.
- Great as a light outer layer, or worn as a dress.
- On-trend long silhouette.
- Pairs with our matching skirt and sweater.


                            
                                                
                          
                              MATERIAL
                50% Acrylic, 30% Wool, 20% Polyester


                            
                              CARE
                Hand wash cold","50% Acrylic, 30% Wool, 20% Polyester"
"1573664867-2639","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","https://www.uniqlo.com/sg/store/women-airism-ultra-seamless-shorts-high-rise-brief-4196050011.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","S$4.90","Color: COL11 PINK","Seamless design and stay-fresh comfort. High-waisted cut for a secure fit.
- Made with highly absorbent, quick-drying material.
- AIRism material packed with signature comfort features.
- Silky smooth feel.
- Seamless design feels great against the skin and won't show through clothes.


                            
                                                
                          
                              MATERIAL
                71% Nylon, 29% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","71% Nylon, 29% Spandex"
"1573665497-2885","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Manga UT Shota no Sushi (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-manga-ut-short-sleeve-graphic-t-shirt-4228740001.html","Manga UT Shota no Sushi (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Weekly Shonen Magazine 60th Anniversary

""Weekly Shonen Magazine"" is a Japanese weekly shonen manga anthology published by Kodansha. It will celebrate its 60th anniversary in 2019, while it continues to entertain many people with a collection of popular manga.

Shota no Sushi

Shota Sekiguchi, who works at the famous O Sushi, challenges for the top prize in a national sushi competition, as he aims to become the best sushi chef in Japan. A gourmet manga written by Daisuke Terasawa.

©Daisuke Terasawa/KODANSHA


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665412-2850","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Pretty Guardian Sailor Moon UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-sailor-moon-ut-short-sleeve-graphic-t-shirt-4238950002.html","WOMEN Pretty Guardian Sailor Moon UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL00 WHITE","Pretty Guardian Sailor Moon

A girls manga by Naoko Takeuchi that began circulation in the monthly magazine “Nakayoshi” (Kodansha) in 1991. Book-length volumes have been translated into 17 languages, while the animated series has been released in more than 40 countries, making it a global phenomenon. The 20th anniversary project began in 2012. A new 25th anniversary project has been in development since 2017, taking the form of new animated works, a musical, and more. An electronic edition of the manga will be released for the first time in the summer of 2019. Translated into 10 languages, it will be launched simultaneously around the world and increase enthusiasm for the project overall.

©Naoko Takeuchi


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665237-2781","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Manga UT My Hero Academia (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-manga-ut-4214450003.html","Manga UT My Hero Academia (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL67 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

MANGA UT

""Manga"" and ""Anime"" are a proud part of entertainment and culture in Japan. Childlike playfulness and aspirations of becoming a hero continues in adulthood. A UT collection with original designs of series that are loved by all ages and genders throughout the world.

© K. Horikoshi /
Shueisha, My Hero Academia Project


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665922-3046","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Stretch Pile Line Fleece Full-Zip Hoodie","https://www.uniqlo.com/sg/store/women-stretch-pile-line-fleece-full-zip-hoodie-4184520024.html","WOMEN Stretch Pile Line Fleece Full-Zip Hoodie","S$49.90","Color: COL02 LIGHT GRAY","Stretchy, windproof and exceptionally comfortable.
- Stretchy outer with an ultra-thin windproof layer and a soft, cozy boa fleece lining.
- Water-repellent coating.
- On-trend boxy silhouette with dropped shoulders.
- Contoured hood design.
- No seam between the hood and neck.
- Slash pockets at the seams and minimal stitching for a refined look.
- Binder tape at the hem, cuffs and edge of the hood provides a great fit and keeps cold air out.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573665282-2799","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Manga UT The Seven Deadly Sins (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-manga-ut-short-sleeve-graphic-t-shirt-4228650001.html","Manga UT The Seven Deadly Sins (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL62 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Weekly Shonen Magazine 60th Anniversary

""Weekly Shonen Magazine"" is a Japanese weekly shonen manga anthology published by Kodansha. It will celebrate its 60th anniversary in 2019, while it continues to entertain many people with a collection of popular manga.

THE SEVEN DEADLY SINS

At a time when humans and demons still shared the same world, seven brutal criminals form a legendary knight group called ""The Seven Deadly Sins."" A fantasy battle manga written by Nakaba Suzuki.

©Nakaba Suzuki/KODANSHA


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665365-2832","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","BT21 UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-bt21-ut-short-sleeve-graphic-t-shirt-4176630003.html","BT21 UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL03 GRAY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

BT21

BT21 collaborate with UT!!

©BT21


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573665571-2915","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-mickey-art-ut-short-sleeve-graphic-t-shirt-4225520001.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

MICKEY ART

UNIQLO has invited acclaimed artists and illustrators to reinterpret the famous character in their own distinct style. It's Mickey like you've never seen him before, with new and original artwork exclusively at UNIQLO.

Kate Gibb

Kate Gibb is a silkscreen obsessive, working as a printmaker and illustrator from her studio in London. Technically her practice is predominantly self-taught, intuitive and continually evolving.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664716-2581","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Leggings","https://www.uniqlo.com/sg/store/women-heattech-leggings-4183290020.html","WOMEN HEATTECH Leggings","S$19.90","Color: COL08 DARK GRAY","Warmth and comfort. Our HEATTECH leggings keep your legs cozy.
- Form-fitting, full-length leggings.


                            
                                                
                          
                              MATERIAL
                38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex"
"1573664951-2672","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism Seamless V Neck Bra Camisole","https://www.uniqlo.com/sg/store/women-airism-seamless-v-neck-bra-camisole-4135720022.html","WOMEN AIRism Seamless V Neck Bra Camisole","S$29.90","Color: COL00 WHITE","Seamless, integrated body and bra cups for comfort.
- Quick-drying fabric wicks away perspiration.
- AIRism keeps you dry and comfortable, with plenty of stretch too.
- Our new bra top is seamless on the neck, torso, and hem.
- Bra cups integrated with the body along with side bones to support the bust, maintaining an attractive bustline.
- Deep V-neck stays hidden even under a low-cut outer layer.
- Can be arranged as a crossback as needed.
- Pairs with our ultra seamless briefs.


                            
                                                
                          
                              MATERIAL
                71% Nylon, 29% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","71% Nylon, 29% Spandex"
"1573664929-2663","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Extra Warm Ribbed High Neck T-Shirt","https://www.uniqlo.com/sg/store/women-heattech-extra-warm-ribbed-high-neck-t-shirt-4196800002.html","WOMEN HEATTECH Extra Warm Ribbed High Neck T-Shirt","S$24.90","Color: COL03 GRAY","Ultra Warm that’s 1.5 times warmer than standard HEATTECH! New ribbed fabric for easy layering. 
- Ribbed fabric has a nice texture, it’s perfect for layering. 
- Super stretchy, light weight, and 1.5 times warmer than standard HEATTECH.


                            
                                                
                          
                              MATERIAL
                45% Rayon, 26% Acrylic, 22% Polyester, 7% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","45% Rayon, 26% Acrylic, 22% Polyester, 7% Spandex"
"1573665619-2933","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Wide Ribbed Relaxed 3/4 Sleeve Tunic","https://www.uniqlo.com/sg/store/women-wide-ribbed-relaxed-34-sleeve-t-shirt-tunic-4260820020.html","WOMEN Wide Ribbed Relaxed 3/4 Sleeve Tunic","S$9.90","Color: COL09 BLACK","Trendy oversized silhouette with wider ribbing. Deep side slits and 3/4 sleeves that can be styled for a clean look.
- Made with 100% cotton wide-ribbed fabric with drop-needle stitching. 
- 3/4 sleeves that can be styled for a clean look. 
- Dropped shoulders with a relaxed silhouette, so you will look trendy no matter what kind of bottoms you pair it with.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665822-3014","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Flannel Checked Long Sleeve Shirt","https://www.uniqlo.com/sg/store/women-flannel-checked-long-sleeve-shirt-4220080001.html","WOMEN Flannel Checked Long Sleeve Shirt","S$29.90","Color: COL16 Red","A casual flannel shirt featuring a soft texture.
- This flannel shirt is a cold-weather casual style essential.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665724-2974","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Extra Fine Cotton Oversized Long Sleeve Shirt","https://www.uniqlo.com/sg/store/women-extra-fine-cotton-oversized-long-sleeve-shirt-4184150011.html","WOMEN Extra Fine Cotton Oversized Long Sleeve Shirt","S$14.90","Color: COL00 WHITE","This versatile shirt features the smooth feel of premium cotton.
- Made with extra-fine cotton.


                            
                                                
                          
                              MATERIAL
                87% Cotton, 13% Polyester


                            
                              CARE
                Machine wash cold","87% Cotton, 13% Polyester"
"1573666082-3110","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Uniqlo U Wool Blend Pea Coat","https://www.uniqlo.com/sg/store/women-uniqlo-u-wool-blend-pea-coat-4210540007.html","WOMEN Uniqlo U Wool Blend Pea Coat","S$129.90","Color: COL07 GRAY","Updated to a trendy cut with dropped shoulder seams. The lining has thin padding for excellent warmth.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Made with thick, durable wool. 
- In a voluminous, on-trend silhouette. 
- Included thin padding in the lining, so it is very warm.


                            
                                                
                          
                              MATERIAL
                Shell: 59% Polyester, 41% Wool/ Filling: 100% Polyester/ Bodylining: 65% Polyester, 35% Cotton/ Sleevelining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 59% Polyester, 41% Wool/ Filling: 100% Polyester/ Bodylining: 65% Polyester, 35% Cotton/ Sleevelining: 100% Polyester"
"1573664806-2614","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Extra Warm Crew Neck T-Shirt (Long Sleeve)","https://www.uniqlo.com/sg/store/women-heattech-extra-warm-crew-neck-t-shirt-4183310036.html","WOMEN HEATTECH Extra Warm Crew Neck T-Shirt (Long Sleeve)","S$24.90","Color: COL01 OFF WHITE","1.5 times warmer than regular HEATTECH! A versatile wardrobe essential.
- Crew neck with a snug neckline to block out the cold.
- Versatile, basic design.


                            
                                                
                          
                              MATERIAL
                46% Rayon, 30% Acrylic, 19% Polyester, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","46% Rayon, 30% Acrylic, 19% Polyester, 5% Spandex"
"1573664859-2636","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","https://www.uniqlo.com/sg/store/women-airism-ultra-seamless-shorts-high-rise-brief-4196050026.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","S$9.90","Color: COL00 WHITE","Seamless design and stay-fresh comfort. High-waisted cut for a secure fit.
- Made with highly absorbent, quick-drying material.
- AIRism material packed with signature comfort features.
- Silky smooth feel.
- Seamless design feels great against the skin and won't show through clothes.


                            
                                                
                          
                              MATERIAL
                71% Nylon, 29% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","71% Nylon, 29% Spandex"
"1573665650-2946","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Ribbed Crew Neck Short Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-ribbed-crew-neck-short-sleeve-t-shirt-4201440027.html","WOMEN Ribbed Crew Neck Short Sleeve T-Shirt","S$14.90","Color: COL00 WHITE","This ribbed t-shirt has a sleek design for a trendy style.
- Featuring a super smooth feel and elegant look.
- Fitted ribbed knit design creates an attractive silhouette.


                            
                                                
                          
                              MATERIAL
                95% Cotton, 5% Spandex


                            
                              CARE
                Machine wash cold","95% Cotton, 5% Spandex"
"1573665341-2823","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-edo-ukiyo-e-ut-short-sleeve-graphic-t-shirt-4206130006.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL01 OFF WHITE","EDO UKIYO-E

A selection of Japanese color woodblock prints from the Museum of Fine Arts, Boston, made by ukiyo-e artists who flourished during the late Edo period. From the 1860s on, these prints became popular among European artists and art collectors and so had a strong influence on Western visual culture as well.




                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665194-2764","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-edo-ukiyo-e-ut-short-sleeve-graphic-t-shirt-4222930006.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL01 OFF WHITE","EDO UKIYO-E

A selection of Japanese color woodblock prints from the Museum of Fine Arts, Boston, made by ukiyo-e artists who flourished during the late Edo period. From the 1860s on, these prints became popular among European artists and art collectors and so had a strong influence on Western visual culture as well.




                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664847-2631","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Hiphugger","https://www.uniqlo.com/sg/store/women-hiphugger-4191440001.html","WOMEN Hiphugger","S$7.90","Color: COL00 WHITE","Discrete low-rise hiphuggers in a stylish lacy design.
- Made with a natural cotton blend.
- Features soft lace along the waist and legs.


                            
                                                
                          
                              MATERIAL
                Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex"
"1573665778-2996","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Rayon Skipper Collar 3/4 Sleeve Blouse","https://www.uniqlo.com/sg/store/women-rayon-skipper-collar-34-sleeve-blouse-4225960016.html","WOMEN Rayon Skipper Collar 3/4 Sleeve Blouse","S$29.90","Color: COL00 WHITE","Our skipper-collar blouse is designed with new opaque rayon material.
- Special processing keeps it wrinkle-resistant even after washing.


                            
                                                
                          
                              MATERIAL
                76% Rayon, 24% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","76% Rayon, 24% Polyester"
"1573665138-2742","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Colour And Rhythm UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-colour-and-rhythm-ut-short-sleeve-graphic-t-shirt-4256420001.html","Colour And Rhythm UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Color & Rhythm

Carmen Herrera, Lygia Pape, and Hélio Oiticica were at the forefront of modern art in Latin America, using geometric shapes and colors to bring their work to life with energy and beauty.
About MoMA

The Museum of Modern Art in New York City is the world's home for modern and contemporary art. Founded in 1929, MoMA was the first museum dedicated to new art and this bold, experimental vision continues to guide us today. We share the most thought-provoking and resonant works, from painting to performance, and are a place of creativity and inspiration for all.
Lygia Pape

Lygia Pape was at the forefront of the Brazilian avant-garde, moving towards a unique reframing of geometry and abstraction working in a wide range of media including painting, drawing, poetry, graphic design, photography, film and performance. She was among the first to question the space between artwork and the viewer, creating works that demanded participation or interaction and marking a breakthrough moment in 20th-century art that continues to influence artists today.

Project: 2019 by The Museum of Modern Art
©Projeto Lygia Pape


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573665667-2952","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Striped Cropped Crew Neck Short Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-striped-cropped-crew-neck-short-sleeve-t-shirt-4201470007.html","WOMEN Striped Cropped Crew Neck Short Sleeve T-Shirt","S$9.90","Color: COL69 NAVY","100% cotton featuring a natural texture.
- Loose box silhouette in a cropped length.
- Pairs well with roomy pants and skirts for an on-trend style.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665078-2717","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Mercerized Cotton Volume Half Sleeve Dress","https://www.uniqlo.com/sg/store/women-mercerized-cotton-volume-half-sleeve-dress-4188860013.html","WOMEN Mercerized Cotton Volume Half Sleeve Dress","S$29.90","Color: COL07 GRAY","Our simple yet elegant cotton dress with a glossy sheen.
- Made with mercerized 100% cotton.
- Features a stylish boat neck and gathered fabric at the sleeves.
- Machine-washable for easy care.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573665773-2994","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN J.W.Anderson Flannel Checked Long Sleeve Tunic","https://www.uniqlo.com/sg/store/women-j-w-anderson-flannel-checked-long-sleeve-t-shirtunic-4220680002.html","WOMEN J.W.Anderson Flannel Checked Long Sleeve Tunic","S$39.90","Color: COL59 DARK GREEN","The British-style checkered pattern is eye catching. Larger silhouette for styling that feels trendy.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- Relaxed silhouette that is tunic-length and feels trendy. 
- An item that can be styled in a trendy way without having to choose a pair of bottoms.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
