web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
1573340945-15357,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SATIN DRESS,https://www.zara.com/sg/en/satin-dress-p08723762.html,SATIN DRESS Details,S$ 69.90,Black,"Flowing dress with a round neckline, sleeves falling below the elbow, pronounced shoulders, elastic waist and a buttoned opening on the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340830-15324,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FAUX LEATHER DRESS,https://www.zara.com/sg/en/faux-leather-dress-p04387234.html,FAUX LEATHER DRESS Details,S$ 69.90,Black,"Mini dress with a round neckline and short puff sleeves. Featuring front pleated details at the waist and invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340880-15336,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p03198247.html,FLORAL PRINT DRESS Details,S$ 89.90,Black,"Flowing dress with a round neckline and long sleeves with elasticated cuffs. Featuring gathered seams and front button fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331000-12446,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SATIN CAMISOLE TOP,https://www.zara.com/sg/en/satin-camisole-top-p02712454.html,SATIN CAMISOLE TOP Details,S$ 39.90,Oyster White,"V-neck top with thin straps.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339096-14871,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,STRIPED DRESS,https://www.zara.com/sg/en/striped-dress-p07699905.html,STRIPED DRESS Details,S$ 89.90,Navy / White,"V-neck dress with thin straps and short sleeves. Featuring an A-line silhouette, a tie belt in matching fabric and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331036-12456,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT PRINT,https://www.zara.com/sg/en/t-shirt-with-front-print-p05410455.html,T-SHIRT WITH FRONT PRINT Details,S$ 24.90,White,"Short sleeve T-shirt with a round neckline and a contrast front print detail. 

MODEL HEIGHT: 177 CM",null
1573331221-12504,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,LACE T-SHIRT,https://www.zara.com/sg/en/lace-t-shirt-p07901901.html,LACE T-SHIRT Details,S$ 29.90,beige-pink,"High neck top with short sleeves.

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341248-15446,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,EMBROIDERED TULLE DRESS,https://www.zara.com/sg/en/embroidered-tulle-dress-p06895263.html,EMBROIDERED TULLE DRESS Details,S$ 119.00,Black,"Long high neck dress with long sleeves and lining. Featuring contrast embroidery appliqués and a buttoned opening at the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341039-15385,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT TULLE DRESS,https://www.zara.com/sg/en/polka-dot-tulle-dress-p00431452.html,POLKA DOT TULLE DRESS Details,S$ 69.90,Black,"Long sleeve dress with a round neckline. Lined. Contrast polka dot appliqué. Ruffled hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340334-15187,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FAUX LEATHER DRESS WITH RUFFLES,https://www.zara.com/sg/en/faux-leather-dress-with-ruffles-p07901302.html,FAUX LEATHER DRESS WITH RUFFLES Details,S$ 69.90,Black,"Short long sleeve dress with a V-neck and pleats on the shoulders. Ruffle detail on the side of the hem. Invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 69.6″

JOIN LIFE
Care for planet: More sustainable PU. 
More sustainable polyurethane is made using a new technology that helps us protect the environment.",null
1573331843-12658,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,COMBINED T-SHIRT WITH TIES,https://www.zara.com/sg/en/combined-t-shirt-with-ties-p00431451.html,COMBINED T-SHIRT WITH TIES Details,S$ 59.90,Black,"T-shirt with a round neckline, matching long sleeves, embroidery detail, front ties and a ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332243-12770,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,RIBBED HIGH NECK T-SHIRT,https://www.zara.com/sg/en/ribbed-high-neck-t-shirt-p03253856.html,RIBBED HIGH NECK T-SHIRT Details,S$ 19.90,Black / White,"Short sleeve crop top with a high neck.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: At least 95% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573339631-14998,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLOWING DRESS,https://www.zara.com/sg/en/flowing-dress-p02715200.html,FLOWING DRESS Details,S$ 59.90,Curry,"V-neck midi dress with thin adjustable straps and side slits at the hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: LenzingTM Modal. 
This fibre is obtained from local certified forests and its production is accredited by the EU Ecolabel, helping us take care of the environment and protect biodiversity.",null
1573340770-15309,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p04215903.html,FLORAL PRINT DRESS Details,S$ 49.90,Black,"Short dress featuring a high neck, puff sleeves falling below the elbow with elastic trim and ruffle trims on the chest and hem.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573338953-14824,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573341077-15397,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COMBINED DRESS,https://www.zara.com/sg/en/combined-dress-p00085860.html,COMBINED DRESS Details,S$ 49.90,Blue,"Round neck dress with long sleeves and puff shoulders. Featuring a skirt in matching fabric with decorative pleats.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331641-12616,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT PRINT,https://www.zara.com/sg/en/t-shirt-with-front-print-p00085462.html,T-SHIRT WITH FRONT PRINT Details,S$ 29.90,Oyster White,"Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340536-15243,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS,https://www.zara.com/sg/en/printed-dress-p08472235.html,PRINTED DRESS Details,S$ 89.90,Multicoloured,"V-neck midi dress with long sleeves puffed at the shoulders. Featuring elastic detailing at the waist and cuffs. Hem with slit at the front. Fabric-covered button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341348-15480,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VOLUMINOUS SATIN-EFFECT DRESS,https://www.zara.com/sg/en/voluminous-satin-effect-dress-p08648018.html,VOLUMINOUS SATIN-EFFECT DRESS Details,S$ 89.90,Black,"Flowing midi dress with a round neckline and wide sleeves with ruffled elastic cuffs. Featuring an elasticated waist and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341028-15382,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PUFF SLEEVE DRESS,https://www.zara.com/sg/en/puff-sleeve-dress-p08494149.html,PUFF SLEEVE DRESS Details,S$ 69.90,Black,"Short dress with a round neckline, puff sleeves that reach below the elbow, gathered detail and a buttoned opening in the back.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573330797-12383,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339681-15012,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED MIDI DRESS,https://www.zara.com/sg/en/pleated-midi-dress-p05584459.html,PLEATED MIDI DRESS Details,S$ 49.90,Black,"Round neck dress with long puff sleeves and interior lining.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340598-15262,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS WITH PLEATED SKIRT,https://www.zara.com/sg/en/printed-dress-with-pleated-skirt-p03440243.html,PRINTED DRESS WITH PLEATED SKIRT Details,S$ 69.90,Black,"Short dress with a round neckline and long sleeves. Featuring lining and a buttoned opening in the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341191-15426,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MIXED FABRIC DRESS WITH BOW,https://www.zara.com/sg/en/mixed-fabric-dress-with-bow-p01131936.html,MIXED FABRIC DRESS WITH BOW Details,S$ 49.90,Black,"Short dress with a high neck. Featuring contrast long puff sleeves and fastening at the back with a buttoned opening and a tied bow.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340210-15151,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p08535155.html,PRINTED MINI DRESS Details,S$ 69.90,Multicoloured,"V-neck dress with long sleeves. Elastic waist. Front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340284-15173,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p08125556.html,FLORAL PRINT DRESS Details,S$ 89.90,blue/black,"Flowing long sleeve dress with a crossover V-neck on the back, an elastic waist and a ruffled hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573338953-14823,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573339231-14904,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CREASED-EFFECT WRAP DRESS,https://www.zara.com/sg/en/creased-effect-wrap-dress-p00264649.html,CREASED-EFFECT WRAP DRESS Details,S$ 89.90,CAMEL/WHITE,"Sleeveless high neck dress with a creased-effect detail, a belt in matching fabric and wrap fastening with an inside button. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340088-15121,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,ANIMAL PRINT DRESS,https://www.zara.com/sg/en/animal-print-dress-p08189200.html,ANIMAL PRINT DRESS Details,S$ 89.90,Multicoloured,"Long dress with a V-neckline, long sleeves, front pleats at the waist, decorative buttons, smocked detail at the back and front vent at the hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341392-15495,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED ASYMMETRIC DRESS,https://www.zara.com/sg/en/sequinned-asymmetric-dress-p02878477.html,SEQUINNED ASYMMETRIC DRESS Details,S$ 139.00,Grey,"Dress with an asymmetric neckline and one short ruffled sleeve. Featuring a contrast belt appliqué with metal buckle and invisible side zip fastening. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573339458-14953,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH CONTRAST BELT,https://www.zara.com/sg/en/dress-with-contrast-belt-p05584455.html,DRESS WITH CONTRAST BELT Details,S$ 59.90,White,"A-line dress with a front and back v-neck and wide straps. Featuring a contrast belt appliqué with a metal buckle. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573330828-12407,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,CROPPED T-SHIRT,https://www.zara.com/sg/en/cropped-t-shirt-p01660304.html,CROPPED T-SHIRT Details,S$ 11.90,White,"Cropped short sleeve T-shirt with a round neckline. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 95% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340767-15308,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DOTTED MESH DRESS,https://www.zara.com/sg/en/dotted-mesh-dress-p08779628.html,DOTTED MESH DRESS Details,S$ 69.90,Black,"Dress with a high neck and short cuffed sleeves with bow. Featuring a lining, ruffled hem and buttoned opening at the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339134-14879,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,JUMPSUIT WITH FRONT ZIP,https://www.zara.com/sg/en/jumpsuit-with-front-zip-p07604954.html,JUMPSUIT WITH FRONT ZIP Details,S$ 89.90,Light blue,"Sleeveless jumpsuit with a wide-leg fit and a V-neckline. Featuring a tie belt in matching fabric, front patch pockets, a false welt back pocket and metal zip fastening at the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340432-15215,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED POLKA DOT DRESS,https://www.zara.com/sg/en/ruffled-polka-dot-dress-p00881308.html,RUFFLED POLKA DOT DRESS Details,S$ 89.90,Tobacco,"Round neck dress with a tied bow. Featuring long puff sleeves, pleated detailing, ruffle trims and interior lining.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: at least 25% recycled polyester. 
Recycled polyester is made from recycled plastic bottles and consumes less water, less energy and fewer natural resources.",null
1573330797-12382,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339886-15068,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED SHIRT DRESS,https://www.zara.com/sg/en/printed-shirt-dress-p08224090.html,PRINTED SHIRT DRESS Details,S$ 119.00,Ecru,"Long dress with a collar and long sleeves. Featuring an A-line silhouette, gathered seams and front button fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331361-12543,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,CONTRAST T-SHIRT WITH TEXT,https://www.zara.com/sg/en/contrast-t-shirt-with-text-p01165453.html,CONTRAST T-SHIRT WITH TEXT Details,S$ 39.90,Oyster White,"Round neck T-shirt featuring a contrast front print and short sleeves with contrast fabric trims.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339264-14910,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DRESS,https://www.zara.com/sg/en/ruffled-dress-p03666161.html,RUFFLED DRESS Details,S$ 59.90,Red,"V-neck dress with short sleeves, hemmed with ruffles. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341431-15507,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRAST BLAZER DRESS WITH BOW DETAIL,https://www.zara.com/sg/en/contrast-blazer-dress-with-bow-detail-p08614117.html,CONTRAST BLAZER DRESS WITH BOW DETAIL Details,S$ 199.00,Black,"Long sleeve blazer with a contrast lapel collar. Featuring back tie detail, front jetted pockets and front button fastening.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340887-15338,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BLAZER DRESS,https://www.zara.com/sg/en/blazer-dress-p08469250.html,BLAZER DRESS Details,S$ 139.00,Fuchsia,"V-neck dress with long sleeves that puff at the shoulder. Featuring front flap pockets, a contrast belt and a wrap-style front with hidden snap buttons.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340444-15218,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED SHIRT DRESS,https://www.zara.com/sg/en/printed-shirt-dress-p04437265.html,PRINTED SHIRT DRESS Details,S$ 89.90,Green,"Long A-line dress with a collar, long sleeves, a tie belt in the same fabric and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339601-14991,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BUTTONED WAISTCOAT DRESS,https://www.zara.com/sg/en/buttoned-waistcoat-dress-p08093583.html,BUTTONED WAISTCOAT DRESS Details,S$ 89.90,Bluish,"Sleeveless waistcoat with a lapel collar and V-neckline. Featuring front flap pockets and a double-breasted button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341305-15465,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,HOUNDSTOOTH DRESS WITH BELT,https://www.zara.com/sg/en/houndstooth-dress-with-belt-p04437277.html,HOUNDSTOOTH DRESS WITH BELT Details,S$ 119.00,Black / White,"Midi dress with a high neck and puff sleeves falling below the elbow. Featuring a belt with buckle covered in the same fabric and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340054-15112,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SATIN-EFFECT DRESS WITH KNOT DETAIL,https://www.zara.com/sg/en/satin-effect-dress-with-knot-detail-p08287762.html,SATIN-EFFECT DRESS WITH KNOT DETAIL Details,S$ 89.90,Brown,"Flowing dress with a plunging V-neckline, sleeves that reach below the elbow, a knot detail and a slit on the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340912-15346,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS WITH BELT,https://www.zara.com/sg/en/printed-dress-with-belt-p08445178.html,PRINTED DRESS WITH BELT Details,S$ 89.90,Black / Ecru,"V-neck dress with long sleeves, side in-seam pockets, a matching belt detail and an asymmetric hem.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340373-15199,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED ASYMMETRIC DRESS,https://www.zara.com/sg/en/sequinned-asymmetric-dress-p02731281.html,SEQUINNED ASYMMETRIC DRESS Details,S$ 179.00,Black,"Long dress with asymmetric elastic neckline and long sleeves. Matching multi-way bow detail and sequinned appliqué.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341263-15451,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FRILLED MIDI DRESS,https://www.zara.com/sg/en/frilled-midi-dress-p08566255.html,FRILLED MIDI DRESS Details,S$ 89.90,Anthracite grey,"V-neck dress with long sleeves and elastic cuffs. Featuring ruffle trims in matching fabric and a ruffled hem. 

HEIGHT OF MODEL: 177 CM / 69.6″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.",null
1573341368-15487,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED SHIRT DRESS,https://www.zara.com/sg/en/pleated-shirt-dress-p07563255.html,PLEATED SHIRT DRESS Details,S$ 89.90,Navy blue,"Flowing midi dress with a lapel collar and long sleeves. Featuring pleated detailing on the back and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331452-12566,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,WOMEN IN ART COLLECTION ©ABI CASTILLO T-SHIRT,https://www.zara.com/sg/en/women-in-art-collection-%C2%A9abi-castillo-t-shirt-p00264922.html,WOMEN IN ART COLLECTION ©ABI CASTILLO T-SHIRT Details,S$ 39.90,Anthracite grey,"Faded short sleeve T-shirt with a round neckline and an ©Abi Castillo 2019 print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573338953-14780,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573330797-12355,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573331582-12602,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FRINGED TOP,https://www.zara.com/sg/en/fringed-top-p06761627.html,FRINGED TOP Details,S$ 45.90,Black,"High neck top with long sleeves. Featuring fringe trims in the same fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340146-15135,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,JUMPSUIT WITH POCKETS,https://www.zara.com/sg/en/jumpsuit-with-pockets-p04406158.html,JUMPSUIT WITH POCKETS Details,S$ 89.90,Grey,"Oversized round neck jumpsuit with wide adjustable straps. Featuring front patch pockets and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331318-12530,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,HIGH NECK T-SHIRT,https://www.zara.com/sg/en/high-neck-t-shirt-p05410703.html,HIGH NECK T-SHIRT Details,S$ 29.90,Black,"High neck top with exposed shoulders and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341090-15401,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SOFT-TOUCH DRESS,https://www.zara.com/sg/en/soft-touch-dress-p01014905.html,SOFT-TOUCH DRESS Details,S$ 29.90,Grey,"Short dress with a high neck and long sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339474-14958,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p07941418.html,FLORAL PRINT DRESS Details,S$ 69.90,only one,"Mini dress with round neckline, long puff sleeves and invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573330797-12378,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573332172-12749,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,ORGANZA CONTRAST T-SHIRT,https://www.zara.com/sg/en/organza-contrast-t-shirt-p05644821.html,ORGANZA CONTRAST T-SHIRT Details,S$ 45.90,Black,"Round neck T-shirt featuring contrast organza sleeves with puff shoulders, and a contrast slogan detail on the front.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339678-15011,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT DRESS,https://www.zara.com/sg/en/polka-dot-dress-p01165912.html,POLKA DOT DRESS Details,S$ 59.90,Black / White,"Round neck dress with short sleeves and elastic cuffs.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340265-15167,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RIBBED DRESS,https://www.zara.com/sg/en/ribbed-dress-p03641853.html,RIBBED DRESS Details,S$ 24.90,Grey marl,"High neck short sleeve dress.

MODEL HEIGHT: 177 CM",null
1573340579-15256,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT DRESS,https://www.zara.com/sg/en/polka-dot-dress-p00003308.html,POLKA DOT DRESS Details,S$ 89.90,Black / White,"Midi dress with a round neck and long sleeves. Featuring pleats at the waist, elasticated back detail and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573330797-12372,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339875-15065,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p09878100.html,FLORAL PRINT DRESS Details,S$ 69.90,Red / Black,"Long sleeve V-neck mini dress with matching ruffle appliqué. Lined. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340274-15170,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RIBBED DRESS,https://www.zara.com/sg/en/ribbed-dress-p05644820.html,RIBBED DRESS Details,S$ 45.90,Anthracite grey,"Midi dress with a high collar and short puff sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331471-12572,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,CREASED-EFFECT T-SHIRT,https://www.zara.com/sg/en/creased-effect-t-shirt-p01198630.html,CREASED-EFFECT T-SHIRT Details,S$ 24.90,Oyster White,"Round neck T-shirt with short sleeves. Crinkle-effect fabric detail. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331105-12474,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,UNCLE SCROOGE ©DISNEY T-SHIRT,https://www.zara.com/sg/en/uncle-scrooge-%C2%A9disney-t-shirt-p00264852.html,UNCLE SCROOGE ©DISNEY T-SHIRT Details,S$ 39.90,White,"Short sleeve T-shirt with a round neckline and a Uncle Scrooge ©Disney print.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340918-15348,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRAST FRILLED DRESS,https://www.zara.com/sg/en/contrast-frilled-dress-p04387243.html,CONTRAST FRILLED DRESS Details,S$ 69.90,Black,"Short dress with a round neckline and long sleeves. Featuring contrasting fabric detail, a ruffled hem and a buttoned opening at the back with gem button.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339837-15053,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH STRAPS AND TOPSTITCHING,https://www.zara.com/sg/en/dress-with-straps-and-topstitching-p07808925.html,DRESS WITH STRAPS AND TOPSTITCHING Details,S$ 59.90,Brick,"Short dress with wide straps and a straight neckline. Features a patch pocket on the back and contrast topstitching detail. Fastened at the back with a zip concealed in the seam, with a slit and button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331579-12601,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,PLEATED TULLE T-SHIRT,https://www.zara.com/sg/en/pleated-tulle-t-shirt-p05580464.html,PLEATED TULLE T-SHIRT Details,S$ 29.90,Raspberry,"Semi-sheer T-shirt with a round neckline, long sleeves and pleats.

This garment is not lined.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340455-15221,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COLOR BLOCK DRESS WITH BELT,https://www.zara.com/sg/en/color-block-dress-with-belt-p00858636.html,COLOR BLOCK DRESS WITH BELT Details,S$ 69.90,Black / Brown,"Dress with round neckline and long sleeves. Featuring a belt appliqué in the same fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341362-15485,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,TULLE AND TAFFETA DRESS,https://www.zara.com/sg/en/tulle-and-taffeta-dress-p08779467.html,TULLE AND TAFFETA DRESS Details,S$ 59.90,Black,"Round neck semi-sheer dress with long sleeves and elasticated cuffs. Featuring a matching hem and button fastening at the back with an opening. 

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330812-12404,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SMURFETTE © THE SMURFS T-SHIRT,https://www.zara.com/sg/en/smurfette-%C2%A9-the-smurfs-t-shirt-p00962195.html,SMURFETTE © THE SMURFS T-SHIRT Details,S$ 39.90,Ecru,"Short sleeve T-shirt with a round neckline. Featuring a Smurfette © The Smurfs print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340485-15230,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BELTED POLKA DOT JUMPSUIT,https://www.zara.com/sg/en/belted-polka-dot-jumpsuit-p01165177.html,BELTED POLKA DOT JUMPSUIT Details,S$ 89.90,Black,"Johnny collar jumpsuit with sleeves reaching below the elbow. Featuring a contrast buckled belt detail, side in-seam pockets and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
