,brand,title,price,description,colour,material
3155,Violeta by MANGO,Cotton Striped Shorts,S$ 59.90,"- Striped belted shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton",Medium Brown,100% Cotton
3156,Violeta by MANGO,Plus Size Denim Bermuda Shorts,S$ 59.90,"- Denim bermudas with turnover hem
- Mid rise
- Regular fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
3157,ESPRIT,Woven Shorts,S$ 89.95,"- Solid tone button detail shorts
- Sizing runs one size larger
- Mid rise
- Regular fit
- Button and zip fastening
- 2 pocket design
- Polyblend
- Model wears a size 34 and is 175cm tall",Red,"62% Polyester, 32% Viscose, 6% Elastodiene"
3158,Compania Fantastica,Daisy Culotte Shorts,S$ 54.90,"- Daisy print shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- 2 front side pockets
- Polyester",Blue,Polyester
3159,OVS,Worn-Effect Denim Shorts,S$ 35.90,"- Washed effect raw hem denim shorts with ripped detailing
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton
- Model wears a size 40 and is 173cm tall",Black,[]
3160,Majorelle,Whitney Short(Revolve),S$ 197.00,"Self: 100% polyLining: 97% poly 3% elastane
Hand wash cold
Allover sequin embellishment
Hidden back zipper closure
Shorts measure approx 13 in length
Imported","Black,Metallic Gold",[]
3161,ZALORA,Patch Pocket Shorts,S$ 29.90,"- Openwork detail waist tie shorts
- High rise
- Regular fit
- Zip and waist tie fastening
- 2 pocket design
- Cotton
- Model wears an S and is 174cm tall",Dusty Pink,97% Polyester 3% Spandex Knit
3162,ZALORA BASICS,Basic Bermuda Shorts,S$ 29.90,"- Solid tone pleated shorts
- Mid rise
- Unlined
- Regular fit
- Hook and zip fastening
- 2 front side pockets
- Polyester
- Model wears an S and is 173cm tall",Light Taupe,100% Polyester
3163,FOREVER 21,Floral Tie Front Shorts,S$ 44.90,"- Printed shorts with front tie
- Medium rise
- Regular fit
- Back zip fastening
- Front self-tie closure
- Rayon
- Model wears an S and is 174cm tall",Ivory/Multi,100% Rayon
3164,Violeta by MANGO,Cotton Striped Shorts,S$ 59.90,"- Striped belted shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton",Navy,100% Cotton
3165,GAP,High Rise Shorts,S$ 73.90,"- Bleached wash raw hem denim shorts with side slits
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 178cm tall",Bleach Blue,"80% Cotton, 18% Rayon, 2% Spandex"
3166,Compania Fantastica,Cloud Shorts,S$ 61.90,"- Pleated shorts with tied waist
- High rise
- Regular fit
- Hook & zip fastening
- Self-tie waist closure
- 2 side pockets
- Cotton",White,100% Cotton
3167,Tularosa,Beach Waves Shorts(Revolve),S$ 225.00,"Self: 78% rayon 19% linen 3% elastaneLining: 95% rayon 5% elastane
Hand wash cold
Elasticized waist
Side slant pockets with adjustable drawstring details",White,[]
3168,GAP,Pull On Shorts,S$ 95.90,"- Solid toned shorts
- High rise
- Regular fit
- Elasticised waistband
- Drawstring fastening
- 4 pockets
- Linen blend
- Model wears an S and is 174cm tall",Spring Night,"55% Linen, 45% Cotton"
3169,FOREVER 21,Shredded Denim Shorts,S$ 36.90,"- Faded distressed denim shorts
- High rise
- Unlined
- Regular fit
- Zip fly fastening
- 5 pocket design
- Cotton blend",White,"60% Cotton, 31% Polyester, 8% Rayon, 1% Spandex"
3170,Something Borrowed,Pop Belted Shorts,S$ 32.90,"- Solid tone tailored shorts with waist belt detail
- Mid rise
- Unlined
- Regular fit
- Button and zip with waist belt fastening
- Polyblend
- Model wears an S and is 170cm tall",Blue,"97% Polyester, 3% Spandex"
3171,LC Waikiki,Flexible-Waist Bermuda Shorts,S$ 21.90,"- Drawstring shorts with frill
- Medium rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- 2 side pockets
- Turnover hem
- Cotton
- Model wears a size 38 in and is 174cm tall",Dull Orange,100% Cotton
3172,Cotton On Body,Highwaist Running Shorts,S$ 24.99,"- Solid shade running shorts with in-bulit bike shorts
- High rise
- Regular fit
- Elasticated waistband
- One zip pocket
- Polyblend
- Model wears an S and is 175cm tall",Navy,"89% Polyester, 11% Elastane"
3173,BYSI,Classic Block Shorts,S$ 49.00,"- Monohrome toned mini shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- Polyester
- Model wears an S and is 172cm tall",Black,100% Polyester
3174,Glamorous,Light Blue Shorts,S$ 63.00,"- Medium wash lace sides ripped denim shorts
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- 5 pocket design
- Cotton
- Model wears an S and is 170cm tall",Light Blue,100% Cotton
3175,OVS,Shorts With Sash And Pockets,S$ 35.90,"- Solid tone waist sash shorts
- Mid rise
- Unlined
- Regular fit
- Button and zip with waist sash fastening
- 2 front side pockets
- Cotton blend
- Model wears a size 40 and is 173cm tall",cuban sand,"97% Cotton, 3% Elastane"
3176,Pomelo,Tweed Raw Hem Shorts - Black,S$ 29.00,"- Polyester
- Tweed
- Includes an invisible back zip
- Features a raw hemline
The Model has height: 172 cm and Bust / Waist / Hips: 80-60-87 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
3177,Dr Denim,Jenn Shorts,S$ 69.00,"- Mid wash denim shorts
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket design
- Cotton
- Model wears a size 26 in and is 177cm tall",Mid Retro,100% Cotton
3178,Cotton On,Denim Paperbag Shorts,S$ 39.99,"- Contrast seam faded paperbag denim shorts
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- Four pocket style
- Cotton blend
- Model wears a size AUS 8 and is 177cm tall",Boston Blue,"81% Cotton, 13% Viscose, 6% Polyester"
3179,TOPSHOP,Floral Embroidered Mom Shorts,S$ 79.90,"- Solid tone floral embroidered denim shorts
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket design
- Cotton
- Model wears a UK 8 and is 170cm tall",Washed Black,100% Cotton
3180,Guess,Classic Mid Waist Shorts With Belt,S$ 109.00,"- Solid tone D-ring waist tie shorts
- Mid rise
- Lined
- Regular fit
- Back zip and D-ring waist tie fastening
- 2 front side pockets
- Polyester
- Model wears a size 25 and is 180cm tall",White,100% Polyester
3181,GAP,Tiedye Shorts,S$ 54.90,"- Tie-dye shorts with high-low hem
- High rise
- Regular fit
- Elasticised waistband
- Drawstring fastening
- Cotton
- Model wears an S and is 178cm tall",Light Blue Wash,"60% Cotton, 40% Polyester"
3182,OVS,Women's Bermuda,S$ 46.90,"- Monochrome toned shorts with eyelet
- Mid rise
- Regular fit
- Front zip with hook fastening
- 2 pockets
- Cotton
- Model wears a size 40 and is 176cm tall",white,100% Cotton
3183,TOPSHOP,Khaki Utility Shorts,S$ 76.90,"- Solid tone paperbag style shorts
- Mid rise
- Unlined
- Regular fit
- Hook and zip with waist tie fastening
- 2 front side snap button pockets
- Lyocell blend
- Model wears a UK 8 and is 174cm tall",Khaki,"60% Lyocell, 38% Cotton, 2% Elastane"
3184,ZALORA,Front Pleated Shorts With Side Slits,S$ 29.90,"- Printed shorts with side slits
- Mid rise
- Regular fit
- Button and zip fastening
- 2 side pockets
- Polyester
- Model wears an S and is 174cm tall",Black/Multi,100% Polyester
3185,ZALORA BASICS,Basic Self Tie Pleated Shorts,S$ 24.90,"- Printed pleated waist tie shorts
- High rise
- Regular fit
- Waist tie and zip fastening
- 2 pocket design
- Polyester
- Model wears an S and is 173cm tall",Black Sprinkles Print,100% Polyester
3186,ZALORA,Shorts With Buckle Details,S$ 29.90,"- Stripe print buckle belted shorts
- High rise
- Regular fit
- Front zip and adjustable belt fastening
- Two side pockets
- Polyester
- Model wears an S and is 170cm tall",Navy/White,100% Polyester
3187,FOREVER 21,Paperbag Shorts,S$ 36.90,"- Solid tone waist tie paperbag style shorts
- High rise
- Regular fit
- Button, hook and zip fastening
- 2 pocket design
- Rayon
- Model wears an S and is 174cm tall",Olive,100% Rayon
3188,Free People,Sofia Shorts,S$ 123.90,"- Solid-tone denim shorts with ripped detail
- Unlined
- High rise
- regular fit
- Front zip and button closure
- 5-Pocket design
- Cotton
- Model wears a size 26 in and is 176cm tall",White,100% Cotton
3189,9months Maternity,Black Maternity Full Panel Denim Shorts,S$ 56.00,"-Machine Wash
-Cotton blend
-Full panel for belly support
-Low rise
-Zip and button up fastening
-Inner adjustable elastic with button
-5 pockets detail
-Fold up hemline",Black,98% Cotton 2% Spandex
3190,Brave Soul,Bellamy Tie Waist Contrast Stitch Shorts,S$ 61.90,"- Solid shade tie waist shorts with contrast stitching
- High rise
- Regular fit
- Front zip and button fastening
- Two side pockets
- Polyblend
- Model wears an S and is 180cm tall",Dark Khaki,"78% Polyester, 19% Viscose, 3% Elastane"
3191,FOREVER 21,Shredded Denim Shorts,S$ 34.90,"- Faded distressed denim shorts
- High rise
- Unlined
- Regular fit
- Zip fly fastening
- 5 pocket design
- Cotton blend",Denim,"60% Cotton, 31% Polyester, 8% Rayon, 1% Spandex"
3192,ONLY,Scarlet Glaze Faux Leather Shorts,S$ 69.00,"- Solid tone glaze effect waist belt shorts
- Mid rise
- Unlined
- Regular fit
- Zip and waist belt fastening
- 2 front side pockets
- Viscose blend
- Model wears a size 36 and is 177cm tall",Tawny Port,"85% Viscose, 15% Polyester"
3193,MISSGUIDED,Tye Dye Fray Hem Denim Shorts,S$ 47.90,"- Denim shorts with fringe
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton
- Model wears a UK 8 and is 175cm tall",Pink,100% Cotton
3194,Something Borrowed,Paperbag Shorts,S$ 32.90,"- Solid tone paperbag style shorts
- High rise
- Regular fit
- Waist tie fastening
- Polyester woven
- Model wears an S and is 175cm tall",Red,100% Polyester Woven
3195,GAP,Linen Pull On Short Chambray,S$ 92.90,"- Light denim toned shorts
- Mid rise
- Regular fit
- Elasticised waistband
- 4 pockets
- Tencel blend
- Model wears an S and is 174cm tall",Light Bleached,"62% Tencel, 38% Cotton"
3196,LC Waikiki,Belted Denim Shorts,S$ 23.90,"- Denim shorts with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband with waist sash
- 2 pockets
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Light Rodeo,Cotton blend
3197,WAREHOUSE,O Ring City Shorts,S$ 79.90,"- Solid toned shorts with waist tie sash
- Mid rise
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears a UK 8 and is 174cm tall",Black,100% Polyester
3198,Guess,Basic Knee Length Linen Cotton Shorts,S$ 164.00,"- Solid toned shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 2 pockets
- Rayon blend
- Model wears a size 26 in and is 174cm tall",White,Rayon 64% Cotton 31% Hemp 3% Polyurethane 2%
3199,Vero Moda,Maya Mid Rise Loose Summer Shorts,S$ 49.00,"- Light wash denim shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Lyocell
- Model wears an S and is 174cm tall",Light Blue Denim,100% Lyocell
3200,Something Borrowed,Embroidered Frayed Hem Denim Shorts,S$ 39.90,"- Floral embroidery frayed hem denim shorts
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton
- Model wears an S and is 176cm tall",Dark Blue,100% Cotton
3201,ONLY,Scarlet Glaze Faux Leather Shorts,S$ 69.00,"- Solid tone glaze effect waist belt shorts
- Mid rise
- Unlined
- Regular fit
- Zip and waist belt fastening
- 2 front side pockets
- Viscose blend
- Model wears a size 36 and is 177cm tall",Black,"85% Viscose, 15% Polyester"
3202,LC Waikiki,Belted Mom Shorts,S$ 26.90,"- Faded waist sash denim mom shorts
- High rise
- Unlined
- Regular fit
- Button fly fastening
- Four pocket style
- Cotton
- Model wears a size 26 in and is 174cm tall",Light Blue,100% Cotton
3203,ONLY,Nadia Faux Leather Paperbag Shorts,S$ 59.00,"- Pleated faux leather shorts
- High rise
- Regular fit
- Zip-fly and hooks fastening
- 2 pockets
- Polyester
- Model wears a size 36 and is 177cm tall",Black/,100% Polyester- Polyurethane coated
3204,GAP,Tiedye Shorts,S$ 54.90,"- Tie-dye shorts with high-low hem
- High rise
- Regular fit
- Elasticised waistband
- Cotton blend
- Model wears an S and is 174cm tall",Unicorns,"60% Cotton, 40% Polyester"
3205,LC Waikiki,Striped Belted Shorts,S$ 21.90,"- Belted shorts with stripe print
- Medium rise
- Regular fit
- Button & zip fastening
- Self-tie waist closure
- Turnover hem
- Belt loops
- Cotton
- Model wears a size 38 in and is 176cm tall",Blue Striped,100% Cotton
3206,ZALORA,Hardware Detail Tailored Shorts,S$ 29.90,"- Solid toned shorts
- Mid rise
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is 172cm tall",Teal,100% Polyester
3207,LC Waikiki,Stripe Belted Shorts,S$ 21.90,"- Stripe print waist sash paperbag shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband with waist sash fastening
- 2 front side pockets
- Cotton
- Model wears a size 38 in and is 174cm tall",Navy Stripe,100% Cotton
3208,Cotton On Body,Move Jogger Short,S$ 24.99,"- Solid-toned jogger shorts
- Reflective detail aids visibility in low light conditions
- Moisture-wicking fabric treatment
- Medium rise
- Relaxed fit
- Elasticized waistband
- Self-tie waist closure
- Polyester blend
- Model wears an S and is 174cm tall",Bb Black/Mid Grey Marle,"88% Polyester, 12% Elastane"
3209,ESPRIT,Casual Denim Shorts,S$ 69.95,"- Medium wash denim drawstring shorts
- Sizing runs one size larger
- High rise
- Regular fit
- Drawstring and elasticated waistband fastening
- 4 pocket design
- Lyocell blend
- Model wears a size 25 and is 181cm tall",Blue Medium Wash,"54% Lyocell, 46% Cotton"
3210,[],[],[],[],[],[]
3211,GAP,Tiedye Shorts,S$ 54.90,"- Tie-dye shorts with high-low hem
- High rise
- Regular fit
- Elasticised waistband
- Cotton blend
- Model wears an S and is 174cm tall",Unicorns,"60% Cotton, 40% Polyester"
3212,LC Waikiki,Striped Belted Shorts,S$ 21.90,"- Belted shorts with stripe print
- Medium rise
- Regular fit
- Button & zip fastening
- Self-tie waist closure
- Turnover hem
- Belt loops
- Cotton
- Model wears a size 38 in and is 176cm tall",Blue Striped,100% Cotton
3213,ZALORA,Hardware Detail Tailored Shorts,S$ 29.90,"- Solid toned shorts
- Mid rise
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is 172cm tall",Teal,100% Polyester
3214,LC Waikiki,Stripe Belted Shorts,S$ 21.90,"- Stripe print waist sash paperbag shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband with waist sash fastening
- 2 front side pockets
- Cotton
- Model wears a size 38 in and is 174cm tall",Navy Stripe,100% Cotton
3215,Cotton On Body,Move Jogger Short,S$ 24.99,"- Solid-toned jogger shorts
- Reflective detail aids visibility in low light conditions
- Moisture-wicking fabric treatment
- Medium rise
- Relaxed fit
- Elasticized waistband
- Self-tie waist closure
- Polyester blend
- Model wears an S and is 174cm tall",Bb Black/Mid Grey Marle,"88% Polyester, 12% Elastane"
3216,ESPRIT,Casual Denim Shorts,S$ 69.95,"- Medium wash denim drawstring shorts
- Sizing runs one size larger
- High rise
- Regular fit
- Drawstring and elasticated waistband fastening
- 4 pocket design
- Lyocell blend
- Model wears a size 25 and is 181cm tall",Blue Medium Wash,"54% Lyocell, 46% Cotton"
3217,NBD,Twilight Shorts(Revolve),S$ 207.00,"Self: 61% acetate 36% nylon 3% elastaneLining: 97% poly 3% elastane
Hand wash cold
Hidden side zipper closure
Ruched detail throughout
Satin fabric",Black,[]
3218,Cotton On,Riley High Waist Shorts,S$ 29.99,"- Turnover hem high waist shorts
- High rise
- Regular fit
- Elasticated waist
- Waist belt
- Polyblend
- Model wears a size AUS 8 and is 177cm tall",Claire Stripe Mineral Red,"65% Polyester, 32% Cotton, 3% Elastane"
3219,LC Waikiki,Denim Shorts With Side Pockets,S$ 21.90,"- Denim shorts with rip detail
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Frayed hem
- Belt loops
- Cotton
- Model wears a size 38 in and is 176cm tall",Green,100% Cotton
3220,Something Borrowed,Embroidered Cuffed Denim Shorts,S$ 29.90,"- Contrast seam faded distressed denim shorts with embroidery
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears an S and is 177cm tall",Light Blue,90% Cotton 10% Polyester
3221,GAP,High Rise Buttonfly Shorts,S$ 73.90,"- Frayed hem denim shorts
- High rise
- Regular fit
- Front button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 178cm tall",Washed Black,"99% Cotton, 1% Elastane"
3222,FOREVER 21,Paperbag Belted Denim Shorts,S$ 51.90,"- Solid tone denim paperbag shorts
- High rise
- Regular fit
- Zip-fly and hook fastening
- Self tie waist closure
- 4 pockets
- Cotton blend",Light Denim,100% Cotton blend
3223,Guess,Yelana Striped Self Tie Paperbag Shorts,S$ 148.00,"- Solid-colour shorts with contrasting stripes
- High rise
- Regular fit
- Elasticised waistband
- Side zip fastening
- Self-tie waist 
- 2 pockets
- Rayon
- Model wears an S and is 170cm tall",Black,100% Rayon
3224,OVS,Shorts With Sash And Pockets,S$ 35.90,"- Waist tie shorts with turnover hem
- High rise
- Regular fit
- Button and zip fastening
- 2 pockets
- Cotton blend
- Model wears a size 40 and is 174cm tall",garden green,97% Cotton 3% Elastane
3225,Mango,Ripped-Detail Denim Shorts,S$ 45.90,"- Solid shade ripped denim shorts with frayed hem
- Sizing runs one size larger
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton",Open Blue,100% Cotton
3226,Guess,Classic Self Tie Shorts,S$ 129.00,"- Solid-colour tailored shorts
- High rise
- Regular fit
- Zip-fly and button fastening
- Self-tie waist closure
- Side pockets
- Lyocell
- Model wears a size 25 in and is 170cm tall",Blue,100% Lyocell
3227,Bove by Spring Maternity,Woven Shorts Fine Twill,S$ 39.90,"Cotton Maternity Shorts with added elasticity for comfort designed to fit through all stages of pregnancy. A must-have suited for daily errand runs!

- Two front pockets designed for convenience",Khaki,[]
3228,Guess,Classic Self Tie Shorts,S$ 129.00,"- Solid-colour tailored shorts
- High rise
- Regular fit
- Zip-fly and button fastening
- Self-tie waist closure
- Side pockets
- Lyocell
- Model wears a size 25 and is 170cm tall",White,100% Lyocell
3229,OVS,High-Waisted Shorts With Pockets With Striped Buttons,S$ 52.90,"- Stripe printed shorts
- High rise
- Regular fit
- Button and zip fastening
- 2 pockets
- Linen blend
- Model wears a size 40 and is 174cm tall",white-striped red,52% Linen 48% Cotton
3230,ESPRIT,Buttoned Woven Shorts,S$ 89.95,"- Solid-toned shorts with button detail
- Sizing runs one size larger
- Medium rise
- Regular fit
- Hook & zip fastening
- 2 side pockets
- Decorative buttons
- Linen blend",Yellow,"55% Linen, 45% Viscose"
3231,Cotton On Body,Highwaist Running Shorts,S$ 24.99,"- Two tone running shorts with in-bulit bike shorts
- High rise
- Regular fit
- Elasticated waistband
- One zip pocket
- Polyblend
- Model wears an S and is 175cm tall",Baby Blue/ Grey Marle,"89% Polyester, 11% Elastane"
3232,Guess,Bleached Ruffle Shorts,S$ 109.00,"- Lightweight with a flounce hem, these chambray tulip shorts are the ideal weekend staple. - Drawstring waist.- High rise, sits at natural waist",Blue,100% Lyocell
3233,ESPRIT,Woven Shorts,S$ 69.95,"- Pastel shade frilled hem crepe shorts
- Sizing runs one size larger
- Mid rise
- Regular fit
- Side zip fastening
- Two side pockets
- Cotton blend",Pink,"62% Polyester, 33% Viscose, 5% Elastane"
3234,OBEY,Sunset Short,S$ 99.00,"- Solid-colour shorts with floral print
- Mid rise
- Regular fit
- Elasticised waistband
- Drawstring fastening
- 2 pockets
- Viscose",Dark Indigo Multi,100% Viscose
3235,Cotton On,Mid Rise Saturday Denim Short,S$ 34.99,"Mid Rise Relaxed Fit Rigid Denim Short with Distressing


The mid-rise Saturday Denim Short is the perfect pair of cut-offs. Made to sit comfortably on the hips, these have a relaxed fit that makes them perfect for everyday wear. A frayed unfinished hems add to the whole lived-in look. Keep your eye out for new washes and details.

- Relaxed Fit
- Mid Rise Waistline
- Denim Short
- Denim
- Zip Fly
- Five Pocket
- Rigid Denim",Black,100% Cotton
3236,FOREVER 21,Multicolor Striped Denim Shorts,S$ 36.90,"- Denim shorts with stripe print
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend
- Model wears an S and is 174cm tall",Soft Pink/Black,"70% Cotton, 23% Polyester, 7% Spandex"
3237,Supre,The Monaco Mid Thigh Shorts,S$ 40.00,"- Bleach toned denim shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Blend",Cloudy Bleach Blue,Blend
3238,ZALORA BASICS,Basic Lace Trim Hem Shorts,S$ 22.90,"- Solid tone casual shorts with crochet hem detail
- Mid rise
- Unlined
- Regular fit
- Side zip fastening
- Polyester
- Model wears an S and is 178cm tall",Bright Orange,100% Polyester
3239,Something Borrowed,Embroidered Frayed Hem Denim Shorts,S$ 39.90,"- Floral embroidery frayed hem denim shorts
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton
- Model wears an S and is 170cm tall",Vintage Blue,100% Cotton
3240,LC Waikiki,Skinny-Fit Jeans Shorts,S$ 26.90,"- Denim shorts with folded cuffs
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Medium Rodeo,Cotton blend
3241,LC Waikiki,Roll Denim Shorts,S$ 21.90,"- Solid tone roll hem denim shorts
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size 38 in and is 174cm tall",Fuchsia,"98% Cotton, 2% Elastane"
3242,Boohoo,Cropped Tape Trim Tee & Co-Ord Shorts,S$ 35.90,"Top
- Monochrome tee with side taping
- Round neckline
- Slim fit
- Slip-on style
- Short sleeves
- Cropped hem
- Viscose blend

Bottom
- Monochrome shorts with side taping
- Medium rise
- Slim fit
- Elasticized waistband
- Viscose blend
- Model wears a UK 8 and is 178cm tall",White,[]
3243,Junarose,Plus Size Alexandra Shorts,S$ 59.00,"- Stripe print waist tie shorts
- Mid rise
- Lined
- Regular fit
- Elasticised waistband with waist tie fastening
- Cotton
- Model wears a size 46 and is 170cm tall",Snow White/Navy Blazer Stripes,100% Cotton
3244,Supre,Dena Velour Shorts,S$ 20.00,"- Solid-colour velvety-textured shorts
- High rise
- Regular fit
- Elasticised waistband
- Drawstring fastening
- 2 pockets
- Polyester blend
- Model wears an S and is 180cm tall",Winter White,"97% Polyester, 3% Elastane"
3245,LC Waikiki,Ripped Denim Shorts,S$ 26.90,"- Denim shorts with rip detail
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Frayed hem
- Belt loops
- Cotton
- Model wears a size 26 in and is 176cm tall",Black Rodeo,100% Cotton
3246,Cotton On Body,Highwaist Running Shorts,S$ 24.99,"- Solid shade running shorts with in-bulit bike shorts
- High rise
- Regular fit
- Elasticated waistband
- One zip pocket
- Polyblend
- Model wears an S and is 175cm tall",Black,"89% Polyester, 11% Elastane"
3247,LC Waikiki,Belted Denim Shorts,S$ 26.90,"- Faded waist belt denim shorts
- Mid rise
- Unlined
- Regular fit
- Button and zip with waist belt fastening
- Five pocket style
- Cotton
- Model wears a size 26 in and is 174cm tall",Light Blue,100% Cotton
3248,Pomelo,High Waist Side Pockets Shorts - Brown,S$ 24.00,"- Polyester
- High-waisted fit
- Includes side pockets
- Includes a zipped side closure
The Model has height: 177 cm and Bust / Waist / Hips: 80-58-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Brown,100% Polyester
3249,Pomelo,Heart Buckle High Waisted Skort - Cream,S$ 34.00,"- Polyester
- Spandex
- High-waisted fit
- Includes an invisible back zip
- Features a wrap design
The Model has height: 177 cm and Bust / Waist / Hips: 79-61-90 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Cream,"95% Polyester, 5% Spandex"
3250,LC Waikiki,Flexible-Waist Patterned Bermuda Shorts,S$ 17.90,"- Floral print casual shorts
- Unlined
- High rise
- Regular fit
- Elastic waistband
- 2 side pockets
- Viscose
- Model wears a size 38 in and is 174cm tall",Mix Printed,100% Viscose
3251,Pomelo,Dandelion Ruffled Pajama Shorts - White,S$ 19.00,"- Polyester
- Relaxed fit on the body
- Consists of subtle ruffles
- Features tassels
- Includes an elastic waistband
The Model has height: 175 cm and Bust / Waist / Hips: 79-60-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",White,100% Polyester
3252,LC Waikiki,Patterned Bermuda Shorts,S$ 17.90,"- Printed shorts with frill detail
- Medium rise
- Regular fit
- Elasticized waistband
- 2 side pockets
- Viscose
- Model wears a size 38 in and is 176cm tall",Dark Red Printed,100% Viscose
3253,Something Borrowed,Ruffles Hem Shorts,S$ 29.90,"- Solid tone shorts with ruffle hem
- High rise
- Regular fit
- Side zip fastening
- Has belt loops
- 2 side pockets
- Polyester
- Model wears an S and is 176cm tall",Green,100% Polyester Woven
3254,LC Waikiki,Flexible-Waist Shorts With Side Pockets,S$ 19.90,"- Solid hue casual linen shorts
- Medium rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- 2 side pockets
- Turnover hem
- Linen
- Model wears a size 38 in and is 176cm tall",Coral,100% Linen
3255,Pomelo,Speckled Pajama Shorts - Light Blue,S$ 19.00,"- Polyester
- Includes an elastic waistband
- Fits loosely on the body
- High-waisted fit
The Model has height: 179 cm and Bust / Waist / Hips: 86-60-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Light Blue,100% Polyester
3256,Cotton On,High Rise Classic Stretch Denim Short,S$ 29.99,"High rise denim short with comfy stretch fabric.

High waist. Mini length. Patch pockets. There’s a lot to love about High Rise Classic Stretch Denim Short. Made from comfortable stretch denim fabric for a little extra give, this denim short is available in all the vintage inspired washes to suit whatever mood. The rest is up to you.

- Skinny fit designed to firmly hug the body
- High rise waistline
- Shortie, to show off those legs
- Regular fly and button-up waist with belt loops
- Contoured back yoke panel
- Turned up cuffs
- Woven fabric construction
- Easy fit stretches with every move
- Twin needle stitching",Blue,"98% Cotton, 2% Elastane"
3257,Something Borrowed,Frayed Hem Denim Shorts,S$ 34.90,"- Faded denim frayed hem shorts
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears an S and is 176cm tall",Dark Blue,"90% Cotton, 10% Polyester"
3258,TOPSHOP,Yellow Floral Shorts,S$ 76.90,"- Floral print shorts
- Mid rise
- Regular fit
- Zip fastening
- Viscose
- Model wears a UK 8 and is 174cm tall",Yellow,100% Viscose
3259,Glamorous,Black White Polka Dot High Waist Shorts,S$ 50.00,"- Polka dot print waist sash casual shorts
- High rise
- Unlined
- Regular fit
- Hook and zip with waist sash fastening
- 2 front side pockets
- Viscose
- Model wears an S and is 171cm tall",Black White Polka,100% Viscose
3260,Cotton On Body,Rib Panelled Gym Short,S$ 24.99,"- Solid shade ribbed active gym shorts
- High rise
- Slim fit
- Elasticated waistband
- Two side pockets
- Polyblend
- Model wears an S and is 175cm tall",Khaki,[]
3261,LC Waikiki,Rodeo Jean Shorts,S$ 26.90,"- Graphic tape side frayed hem denim shorts
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton
- Model wears a size 26 in and is 174cm tall",Black,100% Cotton
3262,LC Waikiki,Belted Checkered Shorts,S$ 21.90,"- Checked print shorts with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband
- 2 pockets
- Cotton blend
- Model wears a size 38 in and is 174cm tall",Black Checked,Cotton blend
